Santa Monica College - Grade Distribution Spring 2015,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
,,SPAN,12,3240,ANDERSON R A,1,3,5,2,,,1,,1,,13,
,,SPAN,31A,3242,MIZUKI A H,3,,2,,5,,,,6,,16,
,,,,3243,TRIVES T,6,2,8,3,,2,1,,7,,29,
,,,,4467,MUNIZ GRACIA A,8,3,1,1,,,1,1,4,,19,
Modern Langu,,,,,843,435,233,114,159,,6,4,26,503,,2323,
Music,MUSIC,MUSIC,1,2780,DRISCOLL B S,6,5,2,2,2,,,1,13,,31,
,,,,2781,YOUNG A L,7,4,6,1,2,,,,11,,31,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 77 of 98,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Music,MUSIC,MUSIC,1,2782,CHOU L,26,9,3,1,1,,,2,3,,45,
,,,,2783,ZUSMAN S P,9,3,,,2,,1,,6,,21,
,,,,2784,TAKESUE S A,6,3,3,5,8,,,,9,,34,
,,,,2785,TITMUS J G,27,7,4,,1,1,,,2,,42,
,,,,2786,ZUSMAN S P,11,4,2,1,8,,,,8,,34,
,,,,2787,TITMUS J G,33,4,1,,4,,,,1,,43,
,,,,4370,MORA R K,21,5,2,1,,,,,7,,36,
,,,,4371,DUTTON D L,3,4,3,2,3,1,,,5,,21,
,,,,4372,HOLT D K,8,1,3,3,,,,,17,,32,
,,,,4373,MORA R K,21,6,1,1,,,,,1,,30,
,,MUSIC,2,2788,DRISCOLL B S,3,4,2,7,2,,,,8,,26,
,,,,2789,DRISCOLL B S,4,3,8,2,2,,,,3,,22,
,,MUSIC,3,2790,GOODMAN D B,6,8,5,5,,,,,3,,27,
,,MUSIC,4,2791,GOODMAN D B,5,9,1,,,,,,3,,18,
,,MUSIC,6,2792,DRISCOLL B S,1,7,5,4,1,,,,8,,26,
,,,,2793,DRISCOLL B S,5,7,3,1,2,,,,3,,21,
,,MUSIC,7,2794,GOODMAN D B,5,10,5,4,,,,,3,,27,
,,MUSIC,8,2795,GOODMAN D B,7,7,1,,,,,,3,,18,
,,MUSIC,31,2796,TRABOLD W E,4,4,3,3,,,,,10,,24,
,,MUSIC,32,2798,CARTER T M,29,6,,,,,,,1,,36,
,,,,2799,BERGMAN J F,7,5,1,1,5,,,,2,,21,
,,,,2801,MARTIN J M,18,7,6,1,3,,,1,2,,38,
,,,,2803,YOUNG A L,9,6,1,2,5,,,,3,,26,
,,,,2804,BERGMAN J F,7,10,2,1,5,,,2,6,,33,
,,,,2805,HOLT D K,1,6,4,5,2,,,,7,,25,
,,,,2806,GOODMAN D B,4,5,4,2,2,,,,3,,20,
,,,,2807,YOUNG A L,9,11,8,1,2,,,,1,,32,
,,,,2808,TRABOLD W E,6,6,1,2,6,,,,3,,24,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 78 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Music,MUSIC,MUSIC,32,2809,TITMUS J G,32,4,1,2,,,,1,4,,44,
,,,,2810,ALVISO J R,1,4,3,4,,,,2,4,,18,
,,,,3417,ZUSMAN S P,12,7,7,5,4,,,1,4,,40,
,,,,3426,SMITH J E,7,5,4,2,,,,,9,,27,
,,MUSIC,33,2811,FIDDMONT F K,23,4,1,,,,,,2,,30,
,,,,2812,PILLICH G S,11,7,8,3,4,,,1,3,,37,
,,,,2813,FIDDMONT F K,87,20,5,1,3,,,,7,,123,
,,,,2814,ONEAL K A,66,,,2,,,,,1,,69,
,,,,2815,TERRY L,10,7,3,1,4,,,,3,,28,
,,,,2816,ONEAL K A,62,,1,,,,,,1,,64,
,,,,4375,ONEAL K A,62,3,2,1,,,,,3,,71,
,,,,4376,TERRY L,6,2,5,5,,,,,4,,22,
,,,,4377,TERRY L,6,6,2,6,,,,1,2,,23,
,,MUSIC,36,2817,ALTMIRE M,15,7,3,4,6,,,,7,,42,
,,,,4378,PARNELL D J,13,10,3,6,,,,,3,,35,
,,MUSIC,37,2818,ALVISO J R,20,12,6,3,3,,,,6,,50,
,,MUSIC,42,4380,DE STEFANO J D,20,,,,,,,,3,,23,
,,MUSIC,45,2819,CHAPMAN K R,3,,,,,,,,,,3,
,,MUSIC,50A,2820,TRABOLD W E,5,,3,5,,,,,10,,23,
,,,,2821,KAHN D Z,12,11,2,1,,,,,4,,30,
,,,,2822,BREKKE I J,7,3,2,2,,,,,4,,18,
,,,,2823,OLIVER G A,13,3,,4,,,,1,5,,26,
,,,,3316,DE STEFANO J D,13,7,1,,,,,,6,,27,
,,MUSIC,50B,2825,DE STEFANO J D,23,,,,,,,,6,,29,
,,,,4382,OLIVER G A,17,,1,1,,,,,5,,24,
,,,,4496,PARNELL D J,18,1,,2,,,1,,7,,29,
,,MUSIC,52,4383,GRAY G L,1,,,,,,,,,,1,
,,MUSIC,53,3402,LOCH A J,20,,,,,,,,,,20,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 79 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Music,MUSIC,MUSIC,53,4384,BREKKE I J,17,2,,,,,,1,1,,21,
,,MUSIC,55,4385,HULS J J,18,,,,,,,,1,,19,
,,MUSIC,57,4386,PARNELL D J,11,1,,3,,,,,4,,19,
,,MUSIC,59,2827,BELAN W L,26,,,,,,,,1,,27,
,,MUSIC,60A,2829,TUIT R H,6,3,2,1,,,,,8,,20,
,,,,2830,KIM J,7,3,2,1,3,,1,,4,,21,
,,,,2831,GLIADKOVSKAYA E,7,1,1,1,,,,,9,,19,
,,,,2832,GLIADKOVSKAYA E,7,5,1,,,,,1,2,,16,
,,,,2833,CHOU L,8,2,,1,,,,,8,,19,
,,,,2834,SCHREINER G,8,1,1,,,,,,7,,17,
,,,,2835,CHOU L,16,2,,2,,,,,,,20,
,,,,2836,STERLING J,6,3,1,1,3,,,,3,,17,
,,,,4387,STERLING J,6,3,1,,,,,,9,,19,
,,,,4388,SCHREINER G,13,,1,,,,,,5,,19,
,,MUSIC,60B,2837,TUIT R H,8,,,,,,,,4,,12,
,,,,2838,KIM J,3,1,2,3,4,,,,3,,16,
,,,,2839,CHOU L,13,1,,,,,,,3,,17,
,,,,2840,CHOU L,10,3,,1,,,,1,1,,16,
,,MUSIC,60C,2841,KOZLOVA YU V,1,8,2,1,1,,,,3,,16,
,,,,4389,CAMPBELL B P,14,2,2,,,,,,1,,19,
,,MUSIC,60D,2842,KOZLOVA YU V,13,5,1,,,,,,,,19,
,,MUSIC,64,2844,KOZLOVA YU V,17,,,,,,,,1,,18,
,,MUSIC,66,2845,TAKESUE S A,5,3,1,9,,,,,2,,20,
,,MUSIC,70A,2846,SANDERSON A,10,3,2,1,,,,1,2,,19,
,,MUSIC,71,2849,MORA R K,6,1,,,,,,,3,,10,
,,MUSIC,72,2850,MORA R K,3,,,,,,,,1,,4,
,,MUSIC,73A,2851,ALTMIRE M,8,2,,6,,,1,,4,,21,
,,MUSIC,73B,2852,ALTMIRE M,9,1,,1,,,,,,,11,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 80 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Music,MUSIC,MUSIC,74,4391,MARTIN J M,14,,1,,1,,,,3,,19,
,,MUSIC,76,2853,MORA R K,10,,,,,,,,,,10,
,,MUSIC,77,3353,VELEZ A J,12,,,,,,,,,,12,
,,,,4392,MC KEOWN K O,16,,,,,,,,,,16,
,,MUSIC,78,2854,WHALEY T L,23,,,,,,,,,,23,
,,,,4393,FIDDMONT F K,7,,2,,,,,1,3,,13,
,,MUSIC,79A,2855,FIDDMONT F K,9,,3,,,,,,2,,14,
,,MUSIC,84A,2856,CHEESMAN J M,8,,,,1,,,,7,,16,
,,,,2857,HARMON J M,10,2,1,,,,,,5,,18,
,,,,2858,HARMON J M,12,,1,,,,,,5,,18,
,,,,2860,SCHULMAN J,5,6,,1,,,,,5,,17,
,,,,4394,CARTER T M,21,2,3,,,,,,6,,32,
,,MUSIC,84B,2861,HARMON J M,13,1,1,,,,,,3,,18,
,,,,2862,HARRIS M S,12,4,,,,,,,2,,18,
,,,,4395,CHEESMAN J M,16,1,1,,2,,1,,3,,24,
,,MUSIC,84C,2863,CARTER T M,18,,,,,,,,3,,21,
,,MUSIC,87A,2864,CHEESMAN J M,10,2,1,1,,,,,1,,15,
,,,,4396,SCHULMAN J,3,6,,5,,,1,,3,,18,
,,MUSIC,88A,2865,MARTIN J M,4,,,,,,,,,,4,
,,MUSIC,92,3390,DRISCOLL B S,27,3,1,,,,,,,,31,
,,MUSIC,94,2867,DRISCOLL B S,20,7,4,,,,,,,,31,
Music Total,,,,,1439,389,187,103,,166,2,6,18,409,,2719,
Philosophy an,ECON,ECON,1,1761,GARCIA C P,7,6,5,3,24,,,,10,,55,
,,,,1762,GARCIA C P,4,3,5,6,21,2,,,14,,55,
,,,,1763,SAXTON J,11,10,5,,2,,,,1,,29,
,,,,1764,CHAN A K-C,19,21,12,14,16,1,,,7,,90,
,,,,1765,GURTOVOY J,4,7,7,3,4,,,,21,,46,
,,,,1766,CHAN A K-C,14,14,19,15,14,,,,8,,84,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 81 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,ECON,ECON,1,1767,GILL H S,20,4,6,2,4,,,,3,,39,
,,,,1768,GARCIA C P,10,10,3,1,13,,,,9,,46,
,,,,1769,GILL H S,11,4,5,4,4,,,,17,,45,
,,,,1770,BROWN B C,15,10,5,1,2,,,1,8,,42,
,,,,1771,GARCIA C P,9,4,7,2,8,,,,7,,37,
,,,,1772,KESKINEL M,38,5,3,,,2,,,,,48,
,,,,1773,GILL H S,20,7,4,2,4,,,,9,,46,
,,,,1774,GILL H S,14,9,3,2,6,,,,11,,45,
,,,,3309,GURTOVOY J,2,12,4,3,10,,,,13,,44,
,,,,3367,SAXTON J,6,12,6,1,4,,,,5,,34,
,,,,4144,CARTER T D,47,10,10,5,3,3,,,7,,85,
,,,,4145,AL-SABEA T,69,21,13,,2,,,,4,,109,
,,ECON,2,1775,GILL H S,9,11,16,2,3,,,,2,,43,
,,,,1776,GARCIA C P,7,4,6,7,9,4,,,7,,44,
,,,,1777,GILL H S,10,6,11,5,6,,,,9,,47,
,,,,1778,ABDEL-RAHMAN A A,22,14,8,14,12,,,,19,,89,
,,,,1779,LEE SAM,11,8,12,6,2,,,,4,,43,
,,,,1780,CHAN A K-C,17,19,20,10,8,,,,9,,83,
,,,,1781,LEE SAM,11,4,1,2,2,,,,4,,24,
,,,,1782,GARCIA C P,19,6,,2,10,,,,8,,45,
,,,,1783,KESKINEL M,20,13,3,,2,,,,4,,42,
,,,,1784,GARCIA C P,8,7,5,1,11,,,,2,,34,
,,,,1785,BROWN B C,18,9,2,1,5,,2,,4,,41,
,,,,1786,BROWN B C,31,6,1,,3,,,,1,,42,
,,,,1787,KESKINEL M,20,12,3,,1,1,,,3,,40,
,,,,1788,SU B C,28,7,3,1,3,,,,3,,45,
,,,,1789,SU B C,9,3,3,1,5,,,,7,,28,
,,,,3350,SU B C,17,3,5,1,4,,,,11,,41,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 82 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,ECON,ECON,2,3368,ABDEL-RAHMAN A A,3,5,7,5,4,,,,11,,35,
,,,,4146,CHAN A K-C,6,11,16,17,16,,,,7,,73,
,,,,4147,AL-SABEA T,48,61,7,,,,,,,,116,
,,,,4148,CARTER T D,60,11,5,1,2,4,,,2,,85,
,,ECON,5,1790,BERMAN DIANNE R,3,8,3,1,,,,,6,,21,
,,,,1791,RABACH E R,6,5,2,,2,1,,2,7,,25,
,,,,1792,RABACH E R,7,3,,3,3,,,,5,,21,
,,ECON,15,1793,RABACH E R,6,6,6,1,1,1,,1,17,,39,
,,,,1794,RABACH E R,8,12,7,5,1,,,,7,,40,
,,,,4149,MOORE D W,8,10,7,,1,,,1,5,,32,
,ENVRN,ENVRN,20,2116,BENNET S E,13,3,2,1,1,,,,2,,22,
,,ENVRN,22,2117,OIFER E R,5,4,2,,2,,,,4,,17,
,GLOBAL,GLOBAL,5,2313,BERMAN DIANNE R,1,1,5,,,,,,7,,14,
,,,,2314,RABACH E R,5,2,3,2,4,,,,6,,22,
,,,,2315,RABACH E R,3,6,2,4,4,,,,6,,25,
,,GLOBAL 10,,2316,D DEL PICCOLO G L,3,15,12,2,2,,,,10,,44,
,,GLOBAL 95,,2319,D DEL PICCOLO G L,,,,,,,,,2,,2,
,HIST,HIST,15,2400,RABACH E R,6,9,7,1,1,,,,11,,35,
,,,,2401,RABACH E R,6,11,5,2,3,,,,11,,38,
,,,,4264,MOORE D W,5,4,2,,,,,,2,,13,
,PHILOS,PHILOS,1,2962,KAUFMAN S M,20,5,3,3,5,,,1,4,,41,
,,,,2963,HUFFAKER P,7,9,14,1,3,,,,12,,46,
,,,,2964,HUFFAKER P,9,14,5,1,1,,,,15,,45,
,,,,2965,KAMLER H F,5,17,11,4,1,,,,5,,43,
,,,,2966,KATHERINE A L,14,17,9,6,1,,,1,2,,50,
,,,,2967,KAMLER H F,6,22,12,4,3,,,,5,,52,
,,,,2968,KATHERINE A L,27,2,1,,2,,,,,,32,
,,,,2969,FLORES ROBERT,2,9,7,3,2,1,,,13,,37,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 83 of 98,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,PHILOS,PHILOS,1,2970,KATHERINE A L,46,46,16,1,10,,,,23,,142,
,,,,2971,FLORES ROBERT,1,2,7,2,9,,,,14,,35,
,,,,2972,FLORES ROBERT,1,4,6,3,4,,,1,14,,33,
,,,,2973,BENNET S E,42,5,2,,,1,,,,,50,
,,,,2974,ORTEGA G R,11,6,3,1,1,,,,10,,32,
,,,,3378,BENNET S E,24,6,3,1,4,,,,,,38,
,,,,4404,LLAGUNO M A,16,8,5,,4,,,,8,,41,
,,PHILOS,2,2975,HUFFAKER P,7,10,11,4,2,,,,11,,45,
,,,,2976,STRAMEL J S,4,6,13,4,6,,,,10,,43,
,,,,2977,STRAMEL J S,9,6,2,,1,,,,5,,23,
,,PHILOS,3,2978,STRAMEL J S,5,9,11,1,7,,1,1,11,,46,
,,,,2979,STRAMEL J S,3,14,6,,4,,,,13,,40,
,,PHILOS,4,2980,KATHERINE A L,22,6,5,1,1,,,1,9,,45,
,,,,2981,LLAGUNO M A,13,12,9,2,2,,,,7,,45,
,,PHILOS,5,2982,KAUFMAN S M,9,9,3,1,2,,,,16,,40,
,,,,2983,STRAMEL J S,7,11,8,,1,,,,10,,37,
,,PHILOS,7,2984,FLORES ROBERT,3,5,3,,6,,,,14,,31,
,,,,2985,FLORES ROBERT,4,6,3,3,7,,,,8,,31,
,,,,2986,ORTEGA G R,4,8,8,5,,,,1,5,,31,
,,,,3352,ORTEGA G R,5,5,3,,3,,,1,8,,25,
,,PHILOS,9,2987,FALCONER K L,12,14,11,2,3,,,,7,,49,
,,PHILOS 11,,2988,KAUFMAN S M,20,7,6,,2,,,,9,,44,
,,PHILOS 20,,2989,BENNET S E,16,2,,1,,,,,1,,20,
,,PHILOS 22,,2990,QUESADA D M,93,4,3,1,2,,,,1,,104,
,,PHILOS 23,,2991,FALCONER K L,6,10,5,2,1,,,,11,,35,
,,PHILOS 51,,2992,OIFER E R,5,5,1,,,,,,1,,12,
,,,,2993,OIFER E R,4,4,8,,,,,,6,,22,
,,,,4405,KURVINK S J,6,5,1,,1,,,,2,,15,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 84 of 98,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,PHILOS,PHILOS 52,2994,OIFER E R,4,6,2,3,,,,,,5,,20
,,,4406,KURVINK S J,2,6,3,,,,,,,1,,12
,,PHILOS 88B,2996,SCHULTZ C K,,,,,1,,,,,,,1
,POL SC,POL SC,1,3064,TAHVILDARANJESS R A,94,31,16,4,10,,,,16,,171
,,,3065,SCHULTZ C K,15,11,4,2,4,,,,,13,,49
,,,3066,SCHULTZ C K,18,3,1,,,,,,,3,,25
,,,3067,TAHVILDARANJESS R A,96,41,14,6,10,,,,2,11,,180
,,,3068,SCHULTZ C K,18,7,1,,,,,,,3,,29
,,,3069,WOODS V,3,11,18,1,5,,,,,12,,50
,,,3070,BUCKLEY A D,6,18,8,2,,,,,,7,,41
,,,3071,WOODS V,16,8,11,,6,,,1,2,7,,51
,,,3072,WOODS V,10,16,4,,3,,,,1,17,,51
,,,3073,KURVINK S J,18,16,8,,,,,,,4,,46
,,,3074,BUCKLEY A D,15,19,7,,1,,,,1,3,,46
,,,3075,BUCKLEY A D,13,10,9,1,1,,,,,5,,39
,,,3076,TAHVILDARANJESS R A,44,20,5,,3,,,,3,2,,77
,,,3379,GORGIE F J,18,5,1,1,6,,,,,6,,37
,,,3416,GORGIE F J,14,3,,4,3,,,,2,7,,33
,,,4430,ANTOINE E R,13,19,7,1,1,,2,,,6,,49
,,POL SC,2,3077,BERMAN DIANNE R,3,10,21,11,13,,,,10,,68
,,,3078,GABLER C L,20,5,4,2,3,,,,,6,,40
,,,3079,BERMAN DIANNE R,4,9,6,2,2,,,,,1,,24
,,,3080,GABLER C L,29,8,3,2,2,,1,,,3,,48
,,,3081,BUCKLEY A D,14,5,3,1,1,,,,,11,,35
,,,3082,BUCKLEY A D,3,7,1,,1,,,,,8,,20
,,POL SC,3,3083,CAMPBELL R K,12,11,3,1,,,,,11,,38
,,POL SC,5,3084,BERMAN DIANNE R,5,2,2,1,,,,,1,,11
,,,3085,RABACH E R,5,7,1,1,5,,,,,6,,25
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 85 of 98
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,POL SC,POL SC,5,3086,RABACH E R,3,2,1,2,2,,,,10,,20,
,,POL SC,7,3087,BERMAN DIANNE R,15,9,17,4,1,,,,8,,54,
,,,,3088,CHALALA E D,13,12,8,2,1,,,,4,,40,
,,,,3089,BUCKLEY A D,11,6,8,,1,,,,6,,32,
,,,,3090,BUCKLEY A D,8,8,5,1,,,,,3,,25,
,,,,3091,BERMAN DIANNE R,9,9,1,3,4,,1,,11,,38,
,,POL SC 14,,3093,CHALALA E D,9,3,,,2,,,,7,,21,
,,POL SC 21,,3094,TAHVILDARANJESS R A,101,14,11,10,,,,,12,,148,
,,POL SC 22,,3095,OIFER E R,9,3,1,1,2,,,,4,,20,
,,POL SC 31,,3096,DAVIS SH L,3,3,,,1,,,,3,,10,
,,,,3097,GABLER C L,17,6,3,,5,,,,15,,46,
,,,,3098,GABLER C L,16,10,1,,2,,,,9,,38,
,,,,3099,GABLER C L,9,8,2,2,,,,,3,,24,
,,,,3100,GABLER C L,11,6,2,,4,,,,11,,34,
,,,,4431,ROY S K,11,,1,,,,,,5,,17,
,,POL SC 51,,3101,OIFER E R,6,7,,1,,,,,1,,15,
,,,,3102,OIFER E R,2,14,4,1,,,,,3,,24,
,,,,4432,KURVINK S J,9,14,4,,,1,,1,3,,32,
,,POL SC 52,,3103,OIFER E R,3,4,4,,,,,,5,,16,
,,,,4433,KURVINK S J,3,5,5,,3,3,,,11,,30,
,,POL SC 88A,,3104,SCHULTZ C K,,,,,1,,,,,,1,
,,POL SC 88B,,3105,SCHULTZ C K,,,,,1,,,,,,1,
,,POL SC 95,,3106,TAHVILDARANJESS R A,11,,,,,4,,,6,,21,
,SOCIOL,SOCIOL,1,3191,D DEL PICCOLO G L,4,10,15,4,2,,,,12,,47,
,,,,3192,PRECIADO C,2,8,5,4,4,,,,11,,34,
,,,,3193,ROMO R,19,19,4,2,3,,,,3,,50,
,,,,3194,ROMO R,22,17,3,1,3,,,,2,,48,
,,,,3195,PRECIADO C,22,24,32,3,13,,,,34,,128,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 86 of 98,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,SOCIOL,SOCIOL,1,3196,ANDRADA A V,25,12,2,2,1,,,,6,,48,
,,,,3197,ROMO R,20,18,8,2,1,,,,1,,50,
,,,,3198,KLEIN M C,34,3,3,2,2,,,,2,,46,
,,,,3199,ROMO R,28,19,3,,,,,,2,,52,
,,,,3200,MASSEY R A,21,4,,,,,,,,,25,
,,,,3201,LIVINGS G S,26,17,24,11,4,,1,,29,,112,
,,,,3202,MASSEY R A,3,9,4,2,3,,,,3,,24,
,,,,3203,MASSEY R A,3,8,3,3,6,1,,,9,,33,
,,,,3204,DISHMAN W H,5,7,4,4,1,,,,8,,29,
,,,,3205,DISHMAN W H,5,7,2,4,1,,,,9,,28,
,,,,3206,DISHMAN W H,10,6,3,1,2,,,,8,,30,
,,,,3207,GHEYTANCHI E,18,11,4,,,,,,4,,37,
,,,,3208,GHEYTANCHI E,14,12,8,3,1,,,,,,38,
,,,,3209,GHEYTANCHI E,20,11,2,1,1,,,,1,,36,
,,,,3380,ANDRADA A V,22,7,5,2,2,,,,9,,47,
,,,,4461,SCAIFE M L,5,5,6,7,4,,,,15,,42,
,,SOCIOL,2,3210,SCAIFE M L,9,13,14,4,,,,,5,,45,
,,,,3211,SCAIFE M L,6,16,8,2,2,,,,4,,38,
,,SOCIOL,4,3212,MASSEY R A,31,9,1,1,,2,,,6,,50,
,,SOCIOL 30,,3213,MASSEY R A,4,5,4,1,7,,1,,3,,25,
,,SOCIOL 31,,3214,ROMO R,13,18,4,2,3,,,,3,,43,
,,SOCIOL 32,,3215,WILLIAMS LEON T K,16,2,1,3,4,1,,,5,,32,
,,SOCIOL 33,,3216,LIVINGS G S,11,4,7,6,1,,,1,11,,41,
,,SOCIOL 34,,3217,LIVINGS G S,19,6,3,,4,,,,8,,40,
,WOM ST,WOM ST,8,3284,CUEVA B M,10,5,1,,,,,,9,,25,
,,WOM ST 10,,3285,MANOFF R J,27,11,3,,,,,,4,,45,
,,,,3286,KLEIN M C,27,4,,,,,,,2,,33,
,,WOM ST 20,,3287,CUEVA B M,20,9,2,,1,,,,7,,39,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 87 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Philosophy an,WOM ST,WOM ST 30,,3288,KLEIN M C,27,7,3,,2,,,,9,,48,
,,WOM ST 88A,,3289,SCHULTZ C K,2,,,,,,,,,,2,
Philosophy an,,,,,2608,1618,,977,358,575,36,7,25,####,,7442,
Photography a,AHIS,AHIS,52,1077,FIER B,2,2,10,1,7,,,,2,,24,
,,,,1078,FIER B,4,6,2,1,2,,,,1,,16,
,FASHN,FASHN,1,2237,IVAS L,17,3,8,1,6,,,,3,,38,
,,,,2238,KOLKO S R,6,9,13,2,2,,,,6,,38,
,,,,4208,AVILES K M,10,3,,,6,,,,12,,31,
,,FASHN,2,2239,LAKE R G,9,7,8,2,6,,,,5,,37,
,,,,4209,REINER H G,6,12,3,2,3,1,,,4,,31,
,,FASHN,3,2240,KHACHMANYAN S,4,2,2,,6,,,,5,,19,
,,,,2241,ALLEN A,7,17,1,,,,,,7,,32,
,,,,3371,LEWIS K,2,2,3,1,3,,,,3,,14,
,,,,4210,RAIN B L,5,7,6,,,,1,,4,,23,
,,FASHN,5,2243,LOUIS L N,16,8,6,,,,,,4,,34,
,,FASHN,6A,2244,RAIN B L,2,10,1,2,4,,,,6,,25,
,,FASHN,6B,2245,ARDELL J B,5,4,4,,4,,,,5,,22,
,,FASHN,7,2246,LAKE R G,10,9,2,,3,,,,2,,26,
,,FASHN,8,2247,ARMSTRONG J I,8,8,3,3,2,,,,9,,33,
,,FASHN,9A,4211,REINER H G,5,6,8,,3,1,,,7,,30,
,,FASHN,9B,2248,ARMSTRONG J I,6,2,,,4,,,,5,,17,
,,FASHN,12,2249,LOUIS L N,35,2,1,,,,,,,,38,
,,FASHN,13,2250,BOYADZHYAN M,7,2,4,,1,,,,5,,19,
,,FASHN,16,2251,BOYADZHYAN M,5,2,3,,,1,,,2,,13,
,,FASHN,17,4212,ARDELL J B,5,2,1,1,2,,,1,3,,15,
,,FASHN,18,4213,ARMSTRONG R W,9,2,1,,2,1,,,4,,19,
,,FASHN,19,4214,KOLKO S R,10,17,4,1,1,,,,1,,34,
,,FASHN,88A,2252,LOWCOCK F E,3,,,,,,,,,,3,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 88 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Photography a,FASHN,FASHN,90A,2253,LOWCOCK F E,,,,,,,,1,,,1,
,PHOTO,PHOTO,1,2997,MYERS A D,11,12,4,3,,,,,7,,37,
,,,,2998,MANGUS E P,24,9,,4,,,,,1,,38,
,,,,2999,SHATTO M M,8,3,1,2,5,,,,7,,26,
,,,,3000,KRETSCHMER H,5,4,5,1,5,,,,9,,29,
,,,,3001,MYERS A D,18,13,3,4,,,,,4,,42,
,,,,3002,GREGORY C M,5,12,3,2,6,,,,2,,30,
,,,,3003,GREGORY C M,3,18,6,1,3,,,,4,,35,
,,,,3004,WITHERS J J,6,4,5,2,12,,,,5,,34,
,,,,3005,THAWLEY J,5,2,4,3,7,,,,13,,34,
,,,,3006,SHATTO M M,2,5,3,2,6,,,,9,,27,
,,,,3007,MOHR C D,3,10,6,3,6,,,,5,,33,
,,,,3008,MANGUS E P,19,10,3,6,,,,,3,,41,
,,,,4407,LEDFORD T M,8,9,4,1,7,,,,4,,33,
,,,,4408,HOVEY I H,6,11,6,3,3,,,,4,,33,
,,,,4409,THAWLEY J,4,13,4,1,,,,,10,,32,
,,,,4410,SLOWINSKI R,6,8,7,3,2,,,,9,,35,
,,,,4411,EMERY J M,7,11,3,1,,,,,2,,24,
,,PHOTO,2,3009,VALESELLA M D,2,6,1,1,6,,,,8,,24,
,,,,4412,VALESELLA M D,4,6,2,6,,,,,10,,28,
,,,,4413,MOULTON S A,15,6,6,,,,,,8,,35,
,,PHOTO,5,3010,MCDONALD S D,7,6,3,5,,1,1,,1,,24,
,,,,3011,SANSERI J D,3,2,6,2,,,,,7,,20,
,,,,3012,HESKETH J C,10,2,3,1,2,,,1,6,,25,
,,,,3013,PATUGAN R Y,1,10,5,4,,,,,8,,28,
,,,,4414,SCOTT G,8,6,1,2,,,,,7,,24,
,,PHOTO,29,4415,LOWE JR L D,8,3,,2,,,,,7,,20,
,,PHOTO,30,3017,MOHR C D,2,13,6,3,,,,1,6,,31,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 89 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Photography a,PHOTO,PHOTO,30,4416,ANDERSON DA,12,6,1,,1,,,1,3,,24,
,,PHOTO,31,3018,WITHERS J J,3,7,2,3,2,,,,3,,20,
,,PHOTO,32,4417,SANSERI J D,8,7,1,3,1,,,,5,,25,
,,PHOTO,33,3019,SANSERI J D,5,3,5,,,,,,5,,18,
,,PHOTO,37,4418,MOULTON S A,11,4,7,,1,,,,3,,26,
,,PHOTO,39,3020,LOWCOCK F E,2,5,10,,6,,,,1,,24,
,,,,4419,WITHERS J J,6,7,1,1,4,,,2,5,,26,
,,PHOTO,40,3021,LOWCOCK F E,4,,,,,,,1,6,,11,
