Santa Monica College - Grade Distribution Fall 2013,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,SPAN,8,3278,ROIS R P,9,3,,,,,,,,3,15,
,,SPAN,11,3279,ANDERSON R A,3,7,4,5,6,,,1,,8,34,
,,,,3280,ANDERSON R A,5,8,1,3,2,,,1,,6,26,
,,,,3281,ANDERSON R A,2,4,4,3,11,,,,,11,35,
,,SPAN,20,3282,BUZATU A,6,2,3,2,5,,,,,10,28,
,,SPAN,31,3283,MIZUKI A H,10,3,5,,1,,,,,8,27,
,,,,3284,CANDELARIA C,5,4,4,1,3,,,,,6,23,
,,,,4487,BURKE V,4,3,3,,2,,,,2,7,21,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 68 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Modern Lan,TURKSH,TURKSH,1,3317,MENTESOGLU J S,8,1,1,,,,,,,7,17,
Music,MUSIC,MUSIC,1,2823,YOUNG A L,13,6,1,,5,,,1,1,7,34,
,,,,2824,CHOU L,23,9,4,4,3,,,,,3,46,
,,,,2825,KIM J,8,5,3,2,3,,,,,6,27,
,,,,2826,ZUSMAN S P,14,4,3,,2,,1,,,2,26,
,,,,2827,TITMUS J G,38,8,1,,1,,,,,,48,
,,,,2828,ZUSMAN S P,17,5,4,4,1,,1,,,8,40,
,,,,2829,TITMUS J G,36,7,,,2,,,,,1,46,
,,,,4382,MORA R K,24,8,2,3,,,,,,3,40,
,,,,4383,HOLT D K,9,5,2,1,1,,,,,7,25,
,,,,4384,MORA R K,24,5,3,2,,,,,,3,37,
,,MUSIC,2,2830,DRISCOLL B S,3,4,2,7,2,,,,,10,28,
,,,,2831,DRISCOLL B S,4,5,2,4,,,,,,8,23,
,,,,4385,DUTTON D L,4,2,2,2,3,,,,,7,20,
,,MUSIC,3,2832,GOODMAN D B,10,11,2,1,,,,,,1,25,
,,MUSIC,4,2833,GOODMAN D B,9,7,,,,,,,,,16,
,,MUSIC,6,2834,DRISCOLL B S,5,3,5,5,1,,,,,10,29,
,,,,2835,TAKESUE S A,4,4,2,1,1,,,,,8,20,
,,,,4386,DUTTON D L,3,2,2,2,1,,,,,4,14,
,,MUSIC,7,2836,GOODMAN D B,9,12,2,1,,,,,,1,25,
,,MUSIC,8,2837,GOODMAN D B,11,5,,,,,,,,,16,
,,MUSIC,30,2838,TRABOLD W E,13,6,2,,3,,,,,6,30,
,,MUSIC,32,2839,BERGMAN J F,12,4,3,1,6,,,,,8,34,
,,,,2840,CARTER T M,23,3,1,,1,,,,,2,30,
,,,,2841,BERGMAN J F,15,21,9,8,14,,1,1,1,19,89,
,,,,2842,ZUSMAN S P,10,2,1,,1,,,,,1,15,
,,,,2843,MARTIN J M,16,12,2,,4,,,,,1,35,
,,,,2844,TRABOLD W E,6,9,6,5,4,,,,,3,33,
,,,,2845,SMITH J E,3,14,6,4,1,,,,,3,31,
,,,,2846,GOODMAN D B,6,8,3,3,4,,,,,3,27,
,,,,2847,YOUNG A L,11,9,4,1,3,,,,,1,29,
,,,,2848,TURNER J F,,2,5,3,5,,,,,17,32,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 69 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,32,2849,HOLT D K,7,8,9,3,4,,,,,,31,
,,,,2850,YOUNG A L,10,9,11,,2,,,,,3,35,
,,,,2851,HOLT D K,3,6,4,2,6,,,,,,21,
,,,,2852,TITMUS J G,34,7,1,,3,,,,1,2,48,
,,,,2853,PARNELL D J,11,6,2,,9,,1,,1,7,37,
,,MUSIC,33,2854,FIDDMONT F K,24,1,2,,,,,,1,1,29,
,,,,2855,PILLICH G S,20,16,14,6,13,,,,,2,71,
,,,,2856,FIDDMONT F K,72,26,11,1,7,,,,,4,121,
,,,,2857,ONEAL K A,92,1,,,,,,,,3,96,
,,,,2858,TERRY L,15,6,4,1,5,,,,,3,34,
,,,,2859,ONEAL K A,41,,,,3,,,,,2,46,
,,,,4387,ONEAL K A,56,,,,1,,,,,3,60,
,,,,4388,TERRY L,12,5,5,,11,,,,,2,35,
,,,,4389,TERRY L,10,8,5,1,9,,,1,,4,38,
,,MUSIC,36,2860,ALTMIRE M,22,10,4,2,2,,,,,1,41,
,,,,4390,PARNELL D J,20,3,1,,6,,,,1,1,32,
,,MUSIC,37,2861,ALVISO J R,18,11,18,11,28,,,,,39,125,
,,,,4391,ALVISO J R,10,4,5,9,4,,,,,8,40,
,,MUSIC,40,4392,DE STEFANO J D,20,,,,,,,,,1,21,
,,MUSIC,45,2862,GRAY G L,2,,,,,,,,,,2,
,,MUSIC,50,2863,TRABOLD W E,7,7,5,2,,,2,,,5,28,
,,,,2864,DE STEFANO J D,23,6,,,,,,,1,5,35,
,,,,2865,DE STEFANO J D,20,6,,,1,,,,,4,31,
,,,,2866,DE STEFANO J D,19,4,2,1,,,,,,9,35,
,,,,4393,PARNELL D J,21,1,,,6,,,1,,9,38,
,,MUSIC,50,2867,DE STEFANO J D,17,4,,,,,,,,8,29,
,,,,2868,DE STEFANO J D,20,4,,,4,,,,,1,29,
,,,,4394,KAHN D Z,12,7,1,,4,,,,,3,27,
,,MUSIC,53,4395,BREKKE I J,18,,,,,,,,,9,27,
,,MUSIC,55,4396,HULS J J,8,3,2,,2,,,,,,15,
,,MUSIC,57,4397,GORDON G R,15,1,,3,,,,,,,19,
,,MUSIC,59,2869,BELAN W L,11,2,,,2,,,,,3,18,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 70 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,59,3396,LOCH A J,18,,,,,,,,,,18,
,,MUSIC,60,2870,STERLING J,4,2,1,,1,,,,1,5,14,
,,,,2871,STERLING J,6,2,3,5,,,,,,1,17,
,,,,2872,KOZLOVA YU V,5,7,,,3,,,,,3,18,
,,,,2873,GLIADKOVSKAYA E,7,1,3,,1,,,,1,5,18,
,,,,2874,TUIT R H,10,2,2,,,,,,,8,22,
,,,,2875,CHOU L,9,2,1,,3,,,,,2,17,
,,,,2876,KOZLOVA YU V,4,1,2,,6,,,,,5,18,
,,,,2877,CHOU L,13,1,1,,1,,,,1,6,23,
,,,,4398,GLIADKOVSKAYA E,11,1,1,,1,,,,,6,20,
,,,,4399,SCHREINER G,13,3,1,,,,,,,3,20,
,,MUSIC,60,2878,TUIT R H,9,1,1,3,,,,,,,14,
,,,,2879,KIM J,6,3,1,2,2,,,,,2,16,
,,,,2880,KOZLOVA YU V,9,2,1,,,,,,,4,16,
,,,,2881,STERLING J,3,,,,,,,,,4,7,
,,,,4401,CHOU L,7,1,1,,2,,,,,4,15,
,,MUSIC,60,2884,TUIT R H,8,2,1,,,,,,,4,15,
,,,,2885,STERLING J,3,,1,,,,,,,1,5,
,,,,3358,KOZLOVA YU V,9,4,2,,2,,,,,2,19,
,,MUSIC,60,2886,CHOU L,15,3,,,1,,,,,1,20,
,,MUSIC,61,2887,KOZLOVA YU V,9,8,1,,,,,,,2,20,
,,MUSIC,63,2888,CHOU L,9,5,1,,,,1,,,3,19,
,,MUSIC,64,2889,KOZLOVA YU V,18,1,,,,,,,,,19,
,,MUSIC,65,4402,AUGUSTINE W J,22,,,,,,,,,3,25,
,,MUSIC,66,3357,TAKESUE S A,5,3,5,,5,,,,,2,20,
,,MUSIC,70,2891,VERHOEVEN M,7,2,2,1,,,,,,6,18,
,,MUSIC,70,2892,VERHOEVEN M,10,1,,,,,,,,1,12,
,,MUSIC,70,2893,VERHOEVEN M,5,2,,,,,,,,1,8,
,,MUSIC,71,2894,MORA R K,7,1,,,,,,,,1,9,
,,MUSIC,72,2895,MORA R K,9,1,,,,,,,,1,11,
,,MUSIC,73,2896,ALTMIRE M,9,4,2,,1,,,,,6,22,
,,MUSIC,73,2897,ALTMIRE M,9,,,,2,,,,,1,12,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 71 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,74,4403,MARTIN J M,21,,,,,,,,,,21,
,,MUSIC,76,2898,MORA R K,6,1,,,,,,,,1,8,
,,MUSIC,77,4404,MC KEOWN K O,15,,,,,,,,,1,16,
,,MUSIC,78,3395,WHALEY T L,21,,,,,,,,,,21,
,,,,4405,FIDDMONT F K,14,,,,,,,,,2,16,
,,MUSIC,84,2899,CHEESMAN J M,18,2,1,,2,,,,,4,27,
,,,,2900,HARMON J M,17,2,2,,,,,,,4,25,
,,,,2901,SCHULMAN J,10,5,2,,2,,,,,7,26,
,,,,2902,SCHULMAN J,11,5,,,1,,,,,8,25,
,,,,3394,HARRIS M S,6,4,1,1,,,,,,2,14,
,,,,4406,MAYER P C,16,2,1,,,,,,,5,24,
,,MUSIC,84,2903,HARMON J M,19,2,,,,,,,,3,24,
,,,,4407,MAYER P C,23,6,1,2,,,,,,3,35,
,,MUSIC,84,2904,CARTER T M,20,,,,,,,,,5,25,
,,MUSIC,87,2906,HARMON J M,15,2,1,,,,,,,4,22,
,,,,4508,SCHULMAN J,10,1,1,,1,,,1,,1,15,
,,MUSIC,88,2907,MARTIN J M,3,,,,,,,,,,3,
,,MUSIC,88,2908,MARTIN J M,3,,,,,,,,,,3,
,,MUSIC,92,2910,CHEESMAN J M,,,,,1,,,,,,1,
,,,,2911,DRISCOLL B S,2,,,,,,,,,,2,
,,,,2912,DE STEFANO J D,3,,,,,,,,,,3,
,,,,2913,GORDON G R,2,,,,,,,,,,2,
,,,,2914,HARMON J M,3,,,,,,,,,,3,
,,,,2915,KAHN D Z,2,,,,,,,,,,2,
,,,,2916,KOPPLIN D F,1,,,,,,,,,,1,
,,,,2917,NAITO A,1,,,,,,,,,,1,
,,,,2918,KOZLOVA YU V,1,,,,,,,,,,1,
,,,,2919,OLIVER G A,2,,,,,,,,,,2,
,,,,2920,PARNELL D J,1,1,,,,,,,,,2,
,,,,2921,TORFEH K M,1,,,,,,,,,,1,
,,,,2922,GOODMAN D B,1,,,,,,,,,,1,
,,,,2923,WOODWARD G P,1,,,,,,,,,,1,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 72 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,92,2924,VAJ E,2,,,,,,,,,,2,
,,,,2925,BERG R,1,,,,,,,,,,1,
,,,,2928,MAYER P C,1,,,,,,,,,,1,
,,MUSIC,94,2929,FIDDMONT F K,29,,1,,,,,,,,30,
Philosophy/S,ECON,ECON,1,1766,GILL H S,16,17,13,3,15,,,,,18,82,
,,,,1767,GARCIA C P,5,5,4,7,12,,1,,,18,52,
,,,,1768,CHAN A K-C,10,17,11,21,14,,,,,15,88,
,,,,1769,GARCIA C P,2,6,9,7,18,,,,,12,54,
,,,,1770,GILL H S,21,18,17,7,6,,,,,14,83,
,,,,1771,ABDEL-RAHMAN A A,13,5,2,,1,,,,,4,25,
,,,,1772,CHAN A K-C,14,20,23,13,8,,,,,11,89,
,,,,1773,ABDEL-RAHMAN A A,11,13,9,,2,,,1,,8,44,
,,,,1774,GARCIA C P,6,11,5,1,6,,,,,7,36,
,,,,1775,GARCIA C P,4,5,4,2,3,,,,,12,30,
,,,,1776,GILL H S,17,8,2,2,6,,1,,1,15,52,
,,,,1777,GILL H S,18,2,8,2,9,,,,,8,47,
,,,,1778,BROWN B C,28,16,5,,3,,,,,7,59,
,,,,1779,SU B C,9,2,13,3,4,,,,,10,41,
,,,,1780,KESKINEL M,27,14,3,,2,,1,,,2,49,
,,,,4160,CARTER T D,29,26,12,4,7,,2,,,5,85,
,,ECON,2,1781,GILL H S,11,15,10,1,3,,,,,6,46,
,,,,1782,GARCIA C P,5,12,5,9,8,,,,,10,49,
,,,,1783,GILL H S,9,11,15,5,6,,,,,1,47,
,,,,1784,ABDEL-RAHMAN A A,13,4,4,,,,,,,4,25,
,,,,1785,CHAN A K-C,9,23,20,13,7,,,,,9,81,
,,,,1786,CHAN A K-C,14,22,15,9,11,,,,,11,82,
,,,,1787,BROWN B C,30,17,2,2,2,,,,,7,60,
,,,,1788,GARCIA C P,4,3,2,4,10,,,,,16,39,
,,,,1789,GARCIA C P,5,7,3,4,4,,,,,14,37,
,,,,1790,BROWN B C,36,16,7,,2,,,,,1,62,
,,,,1791,KESKINEL M,14,16,6,,2,,5,,,2,45,
,,,,1792,SU B C,15,8,2,1,2,,,,,6,34,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 73 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,ECON,ECON,2,1793,SU B C,9,4,12,,4,,,,,8,37,
,,,,1794,KESKINEL M,16,17,3,,1,,1,,,1,39,
,,,,4163,CARTER T D,45,18,9,3,3,,1,,,5,84,
,,ECON,5,1795,BERMAN DIANNE R,2,4,1,,1,,,,,,8,
,,,,1796,RABACH E R,6,4,3,4,1,,,,,7,25,
,,,,1797,RABACH E R,4,4,4,1,2,,,,,8,23,
,,ECON,15,1798,RABACH E R,3,8,8,13,10,,,,,17,59,
,,,,1799,RABACH E R,12,8,10,8,8,,,,,11,57,
,,,,4164,MOORE D W,3,12,11,,1,,,,,1,28,
,ENVRN,ENVRN,2,2163,KATHERINE A L,16,4,1,,1,,,,,4,26,
,GLOBAL,GLOBAL,5,2356,BERMAN DIANNE R,6,6,,,,,,,,1,13,
,,,,2357,RABACH E R,8,3,4,4,2,,1,,,13,35,
,,,,2358,RABACH E R,5,4,4,4,1,,,,1,12,31,
,,GLOBAL 1,,2359,D DEL PICCOLO G L,6,15,11,3,4,,,,,5,44,
,,GLOBAL 9,,2362,D DEL PICCOLO G L,2,,,,,,2,,,,4,
,HIST,HIST,15,2443,RABACH E R,4,6,4,2,4,,,,,2,22,
,,,,2444,RABACH E R,4,4,9,2,1,,,1,,6,27,
,,,,4279,MOORE D W,7,3,4,1,2,,,,,2,19,
,PHILOS,PHILOS,1,3016,HUFFAKER P,6,9,5,1,7,,,,1,14,43,
,,,,3017,KAMLER H F,6,14,13,4,3,,,,2,7,49,
,,,,3018,KATHERINE A L,16,10,7,2,2,,,,2,6,45,
,,,,3019,HUFFAKER P,6,9,6,4,4,,,,,17,46,
,,,,3020,KAMLER H F,10,14,7,7,2,,,,,10,50,
,,,,3021,HUFFAKER P,5,8,11,5,3,,,,,8,40,
,,,,3022,KATHERINE A L,21,2,,,,,,,,1,24,
,,,,3023,FLORES ROBERT,2,9,14,2,5,,,1,,8,41,
,,,,3024,LLAGUNO M A,14,13,10,,5,,,,,9,51,
,,,,3025,KATHERINE A L,33,33,16,3,7,,,,1,28,121,
,,,,3026,LLAGUNO M A,15,6,6,2,7,,,,,10,46,
,,,,3027,FLORES ROBERT,2,6,8,4,4,,,,,10,34,
,,,,3028,FLORES ROBERT,2,8,6,1,2,,,,,15,34,
,,,,3029,BENNET S E,34,7,2,,,,,,,3,46,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 74 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,PHILOS,PHILOS,2,3030,KAUFMAN S M,19,15,3,,4,,,,,11,52,
,,,,3031,STRAMEL J S,2,13,4,4,8,,,,,13,44,
,,,,3032,STRAMEL J S,5,7,7,2,6,,,,,9,36,
,,PHILOS,3,3033,STRAMEL J S,6,10,3,,3,,,,,1,23,
,,,,3034,STRAMEL J S,6,13,7,3,4,,,,,6,39,
,,PHILOS,4,3035,KATHERINE A L,33,4,,,1,,,,,3,41,
,,,,3036,LLAGUNO M A,9,20,7,2,5,,,,,5,48,
,,PHILOS,5,3037,STRAMEL J S,5,8,8,3,4,,,,,6,34,
,,PHILOS,7,3038,FLORES ROBERT,3,3,8,,7,,,,1,19,41,
,,,,3039,FLORES ROBERT,2,4,3,4,4,,,,,21,38,
,,,,3040,ORTEGA G R,4,16,6,1,,,,,,10,37,
,,,,3041,ORTEGA G R,7,7,7,3,3,,,,,10,37,
,,PHILOS,9,3042,KAUFMAN S M,19,8,4,,3,,,,,12,46,
,,PHILOS 20,,3043,KATHERINE A L,11,6,1,,2,,,,1,4,25,
,,PHILOS 22,,3044,QUESADA D M,78,7,5,1,4,,,,,5,100,
,,PHILOS 23,,3045,BENNET S E,26,11,1,2,2,,,,,2,44,
,,,,3046,BENNET S E,15,9,2,,4,,,,,6,36,
,,PHILOS 24,,3047,KAUFMAN S M,13,10,1,,4,,,,,14,42,
,,PHILOS 51,,3048,CUEVA B M,12,6,1,,,,,,,,19,
,,,,4415,KURVINK S J,8,4,3,,3,,,,,4,22,
,,PHILOS 52,,3049,CAMPBELL R K,1,5,4,1,1,,,,,4,16,
,,,,4416,KURVINK S J,6,4,2,,2,,,,,3,17,
,POL SC,POL SC,1,3118,TAHVILDARANJESS R A,56,33,29,3,8,,,,,13,142,
,,,,3119,SCHULTZ C K,12,10,8,1,4,,,,,10,45,
,,,,3120,SCHULTZ C K,15,3,,,1,,,,,2,21,
,,,,3121,WOODS V,11,13,12,4,6,,,,,4,50,
,,,,3122,SCHULTZ C K,20,4,1,,1,,,,,1,27,
,,,,3123,TAHVILDARANJESS R A,93,23,10,2,6,,,,,10,144,
,,,,3124,FINKEL D B,20,13,4,4,2,,,,,5,48,
,,,,3125,BUCKLEY A D,6,10,16,1,3,,,1,,4,41,
,,,,3126,LAWSON BR L,7,21,10,3,,,,,,6,47,
,,,,3127,LAWSON BR L,10,20,11,2,2,,,,,2,47,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 75 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,POL SC,POL SC,1,3128,WOODS V,12,8,8,3,9,,,,,7,47,
,,,,3129,KURVINK S J,13,13,13,1,4,,,,,3,47,
,,,,3130,BUCKLEY A D,13,15,5,1,1,,,,,5,40,
,,,,3131,BUCKLEY A D,9,12,8,1,2,,,,1,11,44,
,,,,3132,GORGIE F J,17,8,1,,3,,,,1,8,38,
,,,,3133,GORGIE F J,10,5,3,,2,,1,,,12,33,
,,,,3134,TAHVILDARANJESS R A,20,13,4,1,,,,,1,6,45,
,,,,4442,ANTOINE E R,9,12,6,1,5,,,,,13,46,
,,,,4443,LAWSON BR L,11,22,6,3,1,,,1,,1,45,
,,POL SC,2,3135,BERMAN DIANNE R,9,10,15,17,17,,,,1,13,82,
,,,,3136,GABLER C L,21,11,7,2,4,,,,,4,49,
,,,,3137,BERMAN DIANNE R,16,3,10,8,6,,1,,,1,45,
,,,,3138,GABLER C L,21,13,3,2,2,,,,,7,48,
,,,,3139,GABLER C L,18,14,5,3,1,,,,,5,46,
,,,,3140,ARMOUDIAN A M,18,13,6,2,2,,,,,,41,
,,,,3141,BUCKLEY A D,8,7,2,2,2,,,,,4,25,
,,,,3142,BUCKLEY A D,4,5,8,,2,,,,,9,28,
,,POL SC,5,3143,BERMAN DIANNE R,10,6,,1,5,,,,,1,23,
,,,,3144,RABACH E R,4,1,2,6,3,,,,,6,22,
,,,,3145,RABACH E R,8,5,5,,3,,,,,6,27,
,,POL SC,7,3146,BERMAN DIANNE R,25,11,10,9,9,,1,,,17,82,
,,,,3147,BERMAN DIANNE R,19,2,,,1,,1,,,1,24,
,,,,3148,CHALALA E D,9,8,12,1,5,,,,1,8,44,
,,,,3149,BUCKLEY A D,11,8,6,1,5,,,,,7,38,
,,,,3150,BUCKLEY A D,5,9,5,2,,,,,2,8,31,
,,POL SC 10,,3151,BUCKLEY A D,2,,,,,,,,,,2,
,,POL SC 14,,3152,CHALALA E D,5,4,7,3,8,,,,,8,35,
,,POL SC 21,,3153,TAHVILDARANJESS R A,92,25,7,1,9,,1,,,9,144,
,,POL SC 31,,3154,GABLER C L,11,10,4,2,6,,1,,1,,35,
,,,,3155,GABLER C L,15,10,2,3,5,,1,,,1,37,
,,,,3156,DAVIS SH L,20,6,3,2,2,,,,,10,43,
,,POL SC 51,,3157,CUEVA B M,10,6,9,,,,,,,1,26,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 76 of 87,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,POL SC,POL SC 51,4444,KURVINK S J,2,11,4,1,,2,,,,1,2,23
,,POL SC 52,3158,CAMPBELL R K,7,2,3,,,3,,1,,,3,19
,,,4445,KURVINK S J,10,5,5,,,1,,,,1,2,24
,,POL SC 88,3159,SCHULTZ C K,1,,,,,,,,,,,1
,,POL SC 95,3161,TAHVILDARANJESS R A,,,,,,,,,,25,3,28
,SOCIOL,SOCIOL,1,3238,COOPER P,7,16,1,,5,,,,,10,39
,,,3239,PRECIADO C,7,10,15,2,,4,,1,,,4,43
,,,3240,D DEL PICCOLO G L,9,10,12,6,,4,,,,,7,48
,,,3241,PRECIADO C,26,26,26,12,,21,,,1,,18,130
,,,3242,D DEL PICCOLO G L,9,16,11,8,,3,,,,,,47
,,,3243,LEVY C S,19,12,8,1,,4,,,,,1,45
,,,3244,KLEIN M C,30,12,1,2,,1,,,,,3,49
,,,3245,COOPER P,2,8,13,2,,7,,,,,7,39
,,,3246,MASSEY R A,24,4,,,,1,,,,,,29
,,,3247,SCAIFE M L,7,5,14,9,,2,,,,,5,42
,,,3248,MASSEY R A,17,21,5,,,6,,,,,3,52
,,,3249,DISHMAN W H,4,10,7,2,,,,,,,3,26
,,,3250,DISHMAN W H,6,6,5,3,,3,,,,,6,29
,,,3251,MASSEY R A,4,7,10,4,,3,,,,,11,39
,,,3252,DISHMAN W H,4,10,4,3,,2,,,,,4,27
,,,3253,MASSEY R A,3,9,11,3,,5,,,,,3,34
,,,3254,GHEYTANCHI E,13,9,6,3,,4,,,,,5,40
,,,3255,GHEYTANCHI E,19,5,8,1,,3,,,,,4,40
,,,4479,SCAIFE M L,5,7,9,10,,4,,,,,9,44
,,,4500,LEVY C S,11,11,8,,,,,2,,,4,36
,,SOCIOL,2,3256,SCAIFE M L,13,10,6,5,3,,,,,6,43
,,,3257,LIVINGS G S,12,10,11,3,,,,,,,6,42
,,SOCIOL,4,3258,GHEYTANCHI E,16,13,8,1,1,,,1,,2,42
,,SOCIOL 12,3259,PHILLIPS K M,8,15,9,2,,4,,,,,2,40
,,SOCIOL 30,3260,MASSEY R A,12,9,3,,,4,,1,,,5,34
,,SOCIOL 31,3261,PRECIADO C,11,3,12,2,,5,,,,,7,40
,,SOCIOL 32,3262,WILLIAMS LEON T K,17,5,5,,,6,,1,1,,3,38
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 77 of 87
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,SOCIOL,SOCIOL 33,,3263,LIVINGS G S,11,15,10,1,2,,,,,9,48,
,,SOCIOL 34,,3264,LIVINGS G S,10,5,8,2,,,,,,14,39,
,WOM ST,WOM ST 1,,3331,KLEIN M C,30,2,,,,,,,,,32,
,,,,3332,MANOFF R J,18,14,5,1,1,,,,,,39,
,,WOM ST 3,,3333,KLEIN M C,25,13,9,2,2,,,,,3,54,
,,WOM ST 8,,3334,SCHULTZ C K,1,,,,,,,,,,1,
,,WOM ST 8,,3335,SCHULTZ C K,2,,,,,,,,,,2,
Photo - Fashi,AHIS,AHIS,52,1071,FIER B,3,14,8,9,12,,,,,16,62,
,,,,1072,FIER B,1,5,3,1,,,,,,1,11,
,FASHN,FASHN,1,2289,MOBASHERI F H,1,6,15,,5,,,,,8,35,
,,,,3340,MOBASHERI F H,8,11,7,,2,,,,,11,39,
,,,,4519,GALATI J,16,9,,,1,,,,,2,28,
,,FASHN,2,4236,LAKE R G,18,7,2,2,5,,1,,,3,38,
,,FASHN,3,2290,ARDELL J B,7,7,4,,3,,,,,6,27,
,,,,2291,O'CONNOR D R,6,4,6,3,2,,,,,3,24,
,,,,2292,RAIN B L,5,8,5,2,,,,,1,5,26,
,,FASHN,5,2293,MOBASHERI F H,6,11,5,,1,,1,,,6,30,
,,FASHN,6,2294,KHACHMANYAN S,3,1,2,5,7,,,,,3,21,
,,FASHN,6,2295,KHACHMANYAN S,7,3,3,2,1,,,,,5,21,
,,FASHN,7,2296,LAKE R G,10,9,5,2,1,,,,,1,28,
,,FASHN,8,2297,MOBASHERI F H,7,11,5,,,,,,,7,30,
,,FASHN,9,4237,ARMSTRONG J I,12,10,5,1,2,,,,,1,31,
,,FASHN,9,2298,ARMSTRONG J I,12,3,1,,,,,,,4,20,
,,FASHN,10,4238,BOYADZHYAN M,4,8,2,5,,,,,,3,22,
,,FASHN,11,4239,BOYADZHYAN M,6,6,4,1,,,,,,3,20,
,,FASHN,13,2299,MOBASHERI F H,7,2,1,,2,,,,,7,19,
,,FASHN,18,2300,ARMSTRONG R W,16,3,1,1,,,,,,1,22,
,,FASHN,19,2301,GRIFFIN C T,11,15,1,,2,,,,,,29,
,,FASHN,20,4240,IVAS L,18,9,,,1,,,,,1,29,
,,FASHN,88,3420,MOBASHERI F H,1,,,,,,,,,,1,
,PHOTO,PHOTO,1,3052,MYERS A D,16,11,7,,2,,,,,4,40,
,,,,3053,MOHR C D,10,4,4,2,8,,,,,7,35,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 78 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Photo - Fashi,PHOTO,PHOTO,1,3054,CHO R R,2,4,3,4,8,,,,,11,32,
,,,,3055,MYERS A D,15,12,6,,1,,,,,7,41,
,,,,3056,GREGORY C M,8,6,3,4,1,,,,,8,30,
,,,,3057,LENG B P,2,13,2,2,4,,,,,17,40,
,,,,3058,HOVEY I H,3,8,5,6,6,,1,,,4,33,
,,,,3059,MANGUS E P,26,3,2,2,5,,,,,1,39,
,,,,3060,QUACKENBUSH R D,4,12,3,,4,,,,,11,34,
,,,,3061,SLOWINSKI R,5,6,3,3,4,,,,,3,24,
,,,,3062,THAWLEY J,3,14,4,1,5,,,,,5,32,
,,,,3063,MANGUS E P,27,9,2,2,5,,,,1,2,48,
,,,,3064,PATUGAN R Y,4,8,3,,9,,,,,4,28,
,,,,4417,BARNES A J,6,5,1,,7,,,,,4,23,
,,,,4418,LEDFORD T M,4,10,2,1,9,,,,,4,30,
,,,,4419,HIPP Y S,5,8,6,4,1,,,1,,4,29,
,,,,4420,THAWLEY J,6,6,2,2,1,,,,,15,32,
,,,,4421,SHAMEL A M,5,5,3,3,2,,,,,6,24,
,,,,4422,ZENHARI E F,8,4,3,2,,,,,,6,23,
,,PHOTO,2,3065,VALESELLA M D,,8,2,1,9,,,,,1,21,
,,,,4423,GREGORY C M,5,3,7,2,1,,,,,3,21,
,,,,4424,MOULTON S A,13,8,5,1,3,,,,,4,34,
,,PHOTO,5,3066,ANDERSON DA,6,4,1,3,2,,,,,3,19,
,,,,3067,TSHING M,3,12,6,,1,,,,,4,26,
,,,,3068,MCDONALD S D,7,3,1,1,7,,,,,6,25,
,,,,3069,MOHR C D,1,4,5,,3,,,,1,8,22,
,,,,4425,THAWLEY J,12,2,1,,4,,,1,,8,28,
,,,,4426,HESKETH J C,7,7,1,,,,,,,9,24,
,,PHOTO,7,3070,LOWCOCK F E,4,,,,,,,,,,4,
,,PHOTO,2,4427,MARTIN V L,5,2,1,,,,,,1,9,18,
