Santa Monica College - Grade Distribution Spring 2013,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,PHILOS,4,2794,KATHERINE A L,26,8,1,,2,,,,8,45,
,,PHILOS,5,2795,STRAMEL J S,6,12,4,1,4,,,,16,43,
,,PHILOS,6,2796,HOLMGREN C L,4,4,1,1,10,3,,,19,42,
,,PHILOS,7,2797,FLORES ROBERT,1,3,9,3,5,,,,13,34,
,,,,2798,FLORES ROBERT,2,6,4,,5,,,1,11,29,
,,,,2799,ORTEGA G R,11,9,8,1,4,,1,,13,47,
,,PHILOS,9,2800,KAUFMAN S M,15,12,9,2,1,,,,10,49,
,,PHILOS 11,,2801,KAUFMAN S M,13,11,3,2,1,,,,8,38,
,,PHILOS 20,,2802,BENNET S E,13,2,1,,,,,1,1,18,
,,PHILOS 22,,2803,QUESADA D M,60,6,,1,2,,1,1,1,72,
,,PHILOS 23,,2804,HOLMGREN C L,2,4,8,2,9,,,,23,48,
,,,,2805,HOLMGREN C L,3,3,7,2,3,1,,,20,39,
,,PHILOS 48,,2806,HOLMGREN C L,3,1,5,,4,4,,,9,26,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 82 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,PHILOS,PHILOS 48,2807,HOLMGREN C L,2,3,4,1,4,,1,,1,10,26
,,PHILOS 51,2808,OIFER E R,8,1,,,,,,,,,9
,,,2809,OIFER E R,,1,,,1,,,,,2,4
,,,4381,KURVINK S J,4,4,3,,,,1,,,2,14
,,PHILOS 52,2810,OIFER E R,2,9,3,,,,,,,5,19
,POL SC,POL SC,1,2877,TAHVILDARANJESS R A,73,35,23,4,17,,,,11,163
,,,2878,SCHULTZ C K,15,9,10,,3,,1,1,,8,47
,,,2879,SCHULTZ C K,21,4,1,,,,,,,3,29
,,,2880,SCHULTZ C K,25,2,1,,,,,,,2,30
,,,2881,TAHVILDARANJESS R A,81,34,23,5,13,,,,1,6,163
,,,2882,BUCKLEY A D,29,14,1,1,1,,,,1,9,56
,,,2883,BUCKLEY A D,10,14,5,4,1,,,,,10,44
,,,2884,BUCKLEY A D,9,15,16,,1,,,,,6,47
,,,2885,TAHVILDARANJESS R A,29,16,6,1,3,,,,,5,60
,,,3094,KURVINK S J,11,14,11,5,,,2,,1,6,50
,,,3098,KURVINK S J,9,9,19,4,,,3,,,2,46
,,,3161,WOODS V,8,7,3,1,8,,,,,9,36
,,,3172,WOODS V,6,9,12,2,10,,,,,4,43
,,,3173,WOODS V,7,8,7,2,9,,,,1,16,50
,,,4406,ANTOINE E R,12,16,8,1,5,,,,,6,48
,,POL SC,2,2886,BERMAN DIANNE R,11,17,25,2,10,,,1,11,77
,,,2887,GABLER C L,14,9,7,3,2,,,,,8,43
,,,2888,GABLER C L,10,14,6,1,2,,,,1,5,39
,,,2889,BERMAN DIANNE R,10,2,7,1,1,,,,,4,25
,,,2890,BUCKLEY A D,8,12,3,1,,,,,,8,32
,,,2891,BUCKLEY A D,2,8,3,,1,,,,,17,31
,,,2892,GABLER C L,15,7,4,2,5,,,,,11,44
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 83 of 95
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,POL SC,POL SC,5,2893,RABACH E R,9,3,5,1,,,,,5,23,
,,,,2894,RABACH E R,6,3,6,2,,,,,4,21,
,,POL SC,7,2895,BERMAN DIANNE R,11,15,20,7,10,,,,16,79,
,,,,2896,BERMAN DIANNE R,16,9,12,3,,,,1,4,45,
,,,,2897,BUCKLEY A D,19,16,1,1,,,,,6,43,
,,,,2898,BUCKLEY A D,3,12,5,2,,,,,14,36,
,,,,3171,LAWSON BR L,7,4,2,7,6,,,1,12,39,
,,POL SC 10,,2899,BUCKLEY A D,1,,,,,,,,,1,
,,POL SC 14,,2900,LAWSON BR L,23,5,3,7,,,,,6,44,
,,POL SC 21,,2901,TAHVILDARANJESS R A,84,28,5,6,7,,,,11,141,
,,POL SC 22,,2902,OIFER E R,11,5,2,1,,,,,2,21,
,,POL SC 31,,2903,GABLER C L,22,15,4,1,2,,,,2,46,
,,,,2904,GABLER C L,19,13,3,1,,1,,1,4,42,
,,,,3141,DAVIS SH L,8,7,,9,,,,,5,29,
,,POL SC 51,,2905,OIFER E R,7,6,,,,,,,1,14,
,,,,2906,OIFER E R,14,17,1,1,1,,,,5,39,
,,,,4407,KURVINK S J,7,12,6,1,,1,,,4,31,
,,POL SC 52,,2907,OIFER E R,10,2,1,,,,,,7,20,
,,POL SC 88,,2909,SCHULTZ C K,1,,,,,,,,,1,
,,POL SC 95,,2910,TAHVILDARANJESS R A,29,,,,,6,,,10,45,
,SOCIOL,SOCIOL,1,2977,SCAIFE M L,11,9,11,9,3,,,,1,44,
,,,,2978,PRECIADO C,9,11,8,1,3,1,,,11,44,
,,,,2979,D DEL PICCOLO G L,6,13,12,6,6,,,,2,45,
,,,,2980,D DEL PICCOLO G L,5,14,15,9,1,,,,4,48,
,,,,2981,PRECIADO C,25,29,25,7,8,,2,,32,128,
,,,,2982,MASSEY R A,8,16,1,,,,,,4,29,
,,,,2983,MASSEY R A,16,17,7,2,,,,,8,50,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 84 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,SOCIOL,SOCIOL,1,2984,SCAIFE M L,7,11,6,6,4,,,,8,42,
,,,,2985,MASSEY R A,1,9,5,1,9,,,,8,33,
,,,,2986,MASSEY R A,6,8,2,1,2,,,,11,30,
,,,,2987,DISHMAN W H,6,11,6,5,2,,,,6,36,
,,,,2988,DISHMAN W H,6,11,2,3,2,,,,3,27,
,,,,2989,DISHMAN W H,8,9,7,2,4,,,,4,34,
,,,,3095,COOPER P,2,7,5,,7,,,,17,38,
,,,,3096,GHEYTANCHI E,9,8,9,,1,,,,7,34,
,,,,4432,SCAIFE M L,4,13,3,5,5,,,,8,38,
,,SOCIOL,2,2990,COOPER P,,36,,,,2,,,8,46,
,,,,2991,COOPER P,2,21,,,3,,,1,10,37,
,,SOCIOL,4,2992,GHEYTANCHI E,14,18,3,,,,,1,6,42,
,,,,3076,GHEYTANCHI E,17,13,8,,1,,,,6,45,
,,SOCIOL 12,,3170,PHILLIPS K M,7,8,5,2,2,,,,10,34,
,,SOCIOL 30,,2993,MASSEY R A,9,11,12,2,8,1,,1,5,49,
,,SOCIOL 31,,2994,PRECIADO C,13,12,8,1,,,,,10,44,
,,SOCIOL 32,,2995,WILLIAMS LEON T K,13,4,3,13,,1,,,12,46,
,,SOCIOL 33,,2996,LIVINGS G S,5,10,13,1,6,,,,7,42,
,,SOCIOL 34,,2997,LIVINGS G S,9,14,9,2,6,,,,4,44,
,,,,2998,LIVINGS G S,11,10,10,2,5,,,,7,45,
,,SOCIOL 88,,3000,SCHULTZ C K,2,,,,,,,,,2,
,WOM ST,WOM ST,,3056,KLEIN M C,15,6,2,,1,,,1,4,29,
,,WOM ST ,,3057,KLEIN M C,32,,,,,,,,1,33,
,,,,3058,MANOFF R J,21,14,6,,3,,,,5,49,
,,WOM ST ,,3059,KLEIN M C,27,16,5,1,,,,1,1,51,
,,WOM ST ,,3060,SCHULTZ C K,3,1,,,,,,,,4,
,,WOM ST ,,3061,SCHULTZ C K,4,,,,,,,,,4,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 85 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Photo ‐ Fashi,AHIS,AHIS,52,1067,FIER B,3,8,12,5,13,,,,20,61,
,,,,1068,FIER B,5,5,4,,1,,,,6,21,
,FASHN,FASHN,1,2131,KOLKO S R,8,10,8,1,3,,,,8,38,
,,,,2132,O'CONNOR D R,6,16,12,2,5,,,,4,45,
,,,,4197,KOLKO S R,1,15,11,3,1,,,,5,36,
,,FASHN,2,4198,LAKE R G,15,12,5,2,6,,,,4,44,
,,,,4199,LAKE R G,19,7,3,,5,,,,3,37,
,,FASHN,3,2133,O'CONNOR D R,6,8,4,,1,,,,10,29,
,,,,4200,RAIN B L,5,11,3,,2,,,,5,26,
,,FASHN,5,2134,GRIFFIN C T,36,5,2,1,,,,,7,51,
,,FASHN,6,2135,BOYADZHYAN M,4,3,3,1,4,,,1,6,22,
,,,,4201,KHACHMANYAN S,5,6,5,4,3,,,,4,27,
,,FASHN,9,2136,ARMSTRONG J I,10,8,5,,3,,,,4,30,
,,,,2137,ARMSTRONG J I,10,9,2,,3,,,,1,25,
,,FASHN,12,2138,IVAS L,6,9,8,2,,,,,1,26,
,,FASHN,13,2139,ARDELL J B,7,1,4,,5,,,,2,19,
,,FASHN,14,2140,KHACHMANYAN S,6,4,1,,5,,,,4,20,
,,FASHN,16,2141,ROSCHECK C E,4,1,1,,,,,,2,8,
,,FASHN,18,2142,ARMSTRONG R W,12,2,1,1,1,,,,4,21,
,,FASHN,88,2143,LOWCOCK F E,1,,,,,,,,,1,
,PHOTO,PHOTO,1,2813,MYERS A D,14,12,1,,7,,,,3,37,
,,,,2814,SLOWINSKI R,8,4,3,9,4,,,,9,37,
,,,,2815,MCDONALD S D,9,4,2,,3,,,,7,25,
,,,,2816,MYERS A D,19,13,6,,2,,,,6,46,
,,,,2817,GREGORY C M,4,10,4,2,3,,,,8,31,
,,,,2818,GREGORY C M,3,10,7,3,3,,,,9,35,
,,,,2819,HOVEY I H,4,6,7,2,12,1,,,7,39,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 86 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Photo ‐ Fashi,PHOTO,PHOTO,1,2820,MANGUS E P,33,3,2,7,,1,,,3,49,
,,,,2821,LENG B P,4,11,6,3,3,,,,7,34,
,,,,2822,THAWLEY J,6,13,4,2,6,,,,7,38,
,,,,2823,HOVEY I H,5,6,8,3,9,,,,7,38,
,,,,4382,SHAMEL A M,3,2,3,3,2,,,,18,31,
,,,,4383,MANGUS E P,21,4,1,11,,,,,1,38,
,,,,4384,SHAMEL A M,2,6,3,3,2,,,,18,34,
,,,,4385,THAWLEY J,4,11,5,2,5,,,1,6,34,
,,,,4386,MCDONALD S D,9,9,1,1,6,,,,9,35,
,,,,4387,SHORT W R,9,3,2,6,,,,,9,29,
,,PHOTO,2,2825,JONES R L,7,6,4,5,4,,,,10,36,
,,,,4388,JONES R L,7,5,5,1,6,,,,6,30,
,,,,4461,JONES R L,3,5,3,2,7,,,,11,31,
,,PHOTO,5,2826,NORRIS W H,7,6,7,2,3,,,,2,27,
,,,,2827,TSHING M,10,9,1,2,,,,,6,28,
,,,,2828,MOHR C D,3,11,3,3,3,,,,4,27,
,,,,2829,SANSERI J D,5,10,3,5,,,,1,5,29,
,,,,4389,HESKETH J C,9,7,1,2,2,,,,5,26,
,,PHOTO,7,2830,JONES R L,5,,,1,,,,,,6,
,,PHOTO,2,4390,MARTIN V L,14,3,,,,,,,6,23,
,,PHOTO,2,4391,WHITE G L,1,5,5,5,,,,,6,22,
,,PHOTO,3,2833,LENG B P,5,9,4,2,4,,,,8,32,
,,,,4392,SANSERI J D,14,11,2,2,1,,,,2,32,
,,PHOTO,3,2834,SHATTO M M,2,5,3,3,4,,,,4,21,
,,,,4393,SANSERI J D,13,2,4,1,3,,,,1,24,
,,PHOTO,3,2835,LOWCOCK F E,8,8,6,1,1,,,,1,25,
,,PHOTO,3,4394,MOULTON S A,12,10,2,,,2,,1,2,29,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 87 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Photo ‐ Fashi,PHOTO,PHOTO,3,2836,WITHERS J J,10,7,2,2,2,,,1,4,28,
,,,,4395,FREEMAN E,20,13,4,,,1,,,1,39,
,,PHOTO,4,2837,LOWCOCK F E,4,6,5,1,4,,,1,,21,
,,PHOTO,4,2838,WARE R A,6,4,1,4,6,,,,4,25,
,,PHOTO,4,2839,JONES R L,9,8,3,2,3,,,,2,27,
,,PHOTO,4,4396,HEATON W B,11,,1,,1,,,,5,18,
,,PHOTO,5,4397,JONES R L,6,12,14,2,2,,,,4,40,
,,PHOTO,5,2840,FIER B,3,11,15,5,15,,,,11,60,
,,,,2841,FIER B,3,11,5,1,5,,,,2,27,
,,PHOTO,6,4398,WARE R A,14,3,17,1,5,,,,1,41,
,,PHOTO,8,2842,LOWCOCK F E,2,,,,,,,,,2,
,,PHOTO,8,2843,LOWCOCK F E,11,,,,,,,,,11,
,,PHOTO,9,2844,SANSERI J D,1,1,,,,,,,,2,
,,PHOTO,9,2846,SANSERI J D,1,,,,,,,,,1,
Physical Sci,CHEM,CHEM,9,1295,WALKER WAUGH M V,13,10,2,,,,,,5,30,
,,,,1296,WALKER WAUGH M V,6,7,3,,1,,,5,7,29,
,,,,1297,WONG W W,8,10,5,1,,,,3,2,29,
,,,,1298,WONG W W,6,12,2,3,4,,,1,3,31,
,,CHEM,10,1299,BALM S P,2,10,10,2,2,,,,4,30,
,,,,1300,BALM S P,8,4,13,3,,,,,2,30,
,,,,1301,STRATHEARN M D,4,1,7,2,3,,,1,14,32,
,,,,1302,STRATHEARN M D,4,4,6,3,,,,,12,29,
,,,,1303,LAVALLEE R J,2,2,1,3,3,,,,18,29,
,,,,1304,LAVALLEE R J,1,2,6,2,4,,,,14,29,
,,,,1305,SCHMIDT E,2,4,3,3,2,1,,,13,28,
,,,,1306,SCHMIDT E,2,3,2,5,3,,,,12,27,
,,,,1307,SCHWYTER D H,5,5,6,3,5,,,1,2,27,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 88 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Physical Sci,CHEM,CHEM,10,1308,CANALITA L,4,5,2,4,2,,1,,12,30,
,,,,1309,CANALITA L,5,5,3,4,2,,,,9,28,
,,,,1310,WALKER WAUGH M V,3,5,8,3,6,,,,8,33,
,,,,1311,WALKER WAUGH M V,,3,12,6,1,,,1,7,30,
,,,,1312,TAYLOR S M,9,7,8,2,1,,,,5,32,
,,,,1313,TAYLOR S M,13,6,6,,3,,,,5,33,
,,,,1314,TOIVONEN J E,6,12,6,1,,,,,4,29,
,,,,1315,TOIVONEN J E,9,11,4,,,,,,6,30,
,,,,1316,LAVALLEE R J,2,4,5,2,1,,,,14,28,
,,,,1317,LAVALLEE R J,3,2,2,5,4,,,,12,28,
,,,,4063,TOUMARI A,4,5,4,3,3,,,,13,32,
,,,,4064,TOUMARI A,13,2,5,,3,,,,8,31,
,,,,4065,VON HUNGEN P K,3,6,6,2,5,,,,9,31,
,,,,4066,VON HUNGEN P K,5,11,6,1,4,,,,3,30,
,,,,4067,GIFFORD M E,10,7,2,3,2,2,,,3,29,
,,,,4068,GIFFORD M E,8,7,9,2,1,,,1,1,29,
,,CHEM,11,1318,NAULI S,1,7,7,3,1,,,,10,29,
,,,,1319,NAULI S,4,4,8,3,3,,,,7,29,
,,,,1320,NAULI S,2,4,6,5,2,,,,11,30,
,,,,1321,SCHOLEFIELD M R,10,,7,3,1,,,,10,31,
,,,,1322,SCHOLEFIELD M R,7,6,5,3,,,,,9,30,
,,,,1323,MERLIC J B,3,12,6,3,1,,,,5,30,
,,,,1324,NGUYEN J V,7,12,7,1,,,,,4,31,
,,,,1325,HSIEH J M,3,3,7,3,1,,,,10,27,
,,,,1326,HSIEH J M,2,4,4,1,2,,,,15,28,
,,,,1327,HSIEH J M,8,8,4,2,5,,,,1,28,
,,,,4069,GALLOGLY E B,,4,6,3,1,,,,14,28,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 89 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Physical Sci,CHEM,CHEM,11,4070,ABBANI M A,7,8,6,3,,,,,7,31,
,,CHEM,12,1328,MURPHY J E,13,10,4,3,1,,,,2,33,
,,,,1329,MURPHY J E,18,9,4,,,,,,2,33,
,,,,1330,MURPHY J E,10,9,5,2,1,,,,5,32,
,,,,1331,GALLOGLY E B,8,12,7,2,,,,,1,30,
,,,,1332,GALLOGLY E B,6,6,10,2,2,,,,4,30,
,,,,1333,GALLOGLY E B,11,10,7,1,,,,,,29,
,,,,4071,MARTINEZ H L,4,6,5,2,1,,,,12,30,
,,CHEM,21,1334,ANDERSON JAMEY L,8,4,6,4,,,,,7,29,
,,,,1335,ANDERSON JAMEY L,8,3,11,1,,,,,5,28,
,,,,1336,BAUTISTA M R,4,5,4,1,2,,,,12,28,
,,,,1337,BAUTISTA M R,6,8,6,2,4,,,,2,28,
,,CHEM,22,1338,HARWIG J F,4,3,1,1,3,,,,3,15,
,,,,4072,KLINE M L,19,7,8,1,,,,,12,47,
,,CHEM,24,1339,HARWIG J F,15,5,,,,,,,3,23,
,,,,1340,HARWIG J F,13,3,,,,,,,2,18,
,,,,1341,KLINE M L,13,7,,1,,,,,2,23,
,,,,4073,KLINE M L,12,8,1,,,,,,1,22,
,,CHEM,31,1342,SCHWYTER D H,9,6,2,1,1,,,,5,24,
,ENGR,ENGR,12,4176,FARIVAR D,7,6,11,3,1,,,1,14,43,
,PHY SC,PHY SC 88,,2849,MERLIC J B,16,,,,,,,,1,17,
,PHYSCS,PHYSCS,6,2856,PAIK S T,6,6,3,2,3,,,,6,26,
,,,,2857,PAIK S T,2,7,7,2,1,,,,2,21,
,,,,4400,DO M H,20,2,4,,,,,,5,31,
,,PHYSCS,7,2858,BILIKOVA J,8,9,6,1,,,,,4,28,
,,PHYSCS,8,2859,MENACHEKANIAN E,4,4,4,2,1,,,,11,26,
,,,,2860,CHEUNG KW H,13,6,6,1,1,,,,2,29,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 90 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Physical Sci,PHYSCS,PHYSCS,9,2861,MOUSSAOUI A H,8,3,3,1,,,,,3,18,
,,PHYSCS 1,,2862,MASADA R S,12,8,7,1,,,,,5,33,
,,,,2863,HENDERSON J M,9,3,3,1,2,,,,4,22,
,,,,4401,MURPHY T J,11,6,5,2,,,,,15,39,
,,PHYSCS 1,,2864,HENDERSON J M,8,10,2,1,,,,8,3,32,
,,,,2865,MENACHEKANIAN E,7,4,5,2,2,,,2,4,26,
,,,,2866,MENACHEKANIAN E,1,6,5,3,2,,,,3,20,
,,,,2867,SAID A W,6,3,10,5,3,,2,,3,32,
,,,,2868,SAID A W,4,6,4,2,2,,1,,3,22,
,,,,4402,KOCHARIAN A,6,7,6,1,3,,1,4,2,30,
,,PHYSCS 2,,2869,HALL A J,8,10,8,2,2,,,,2,32,
,,,,2870,LEV N R,9,6,3,2,,1,,,14,35,
,,,,2871,ROJAS R R,2,3,1,1,4,3,,,14,28,
,,,,4403,GAMBLE B K,13,9,3,1,2,,,,5,33,
,,PHYSCS 2,,2872,MORRIS J J,9,4,9,3,,,,,7,32,
,,,,2873,MORRIS J J,3,8,5,1,2,,,,12,31,
,,,,4404,AFRASIABI J,3,12,6,3,1,,,,5,30,
,,PHYSCS 2,,2874,PAIK S T,7,13,9,1,,,,,5,35,
,,,,4405,MAJLESSI A,6,11,4,1,2,1,,,10,35,
,,PHYSCS 2,,2875,MORRIS J J,2,3,4,1,,,,,10,20,
Psychology,ENVRN,ENVRN,4,4464,SCHWARTZ A F,6,4,3,3,,1,,,7,24,
,PSYCH,PSYCH,1,2914,GOODFELLOW C A,17,5,7,13,,,,,13,55,
,,,,2915,DAVIS‐KING D T,15,12,13,2,6,,,1,1,50,
,,,,2916,SHIRINYAN D,6,17,15,4,4,,,,5,51,
,,,,2917,LAURENT M G,3,10,10,3,7,,,,7,40,
,,,,2918,GUNN K S,4,7,8,2,3,,,,5,29,
,,,,2919,DAVIS‐KING D T,10,9,9,8,6,,,,9,51,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 91 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,1,2920,CHIN D,8,11,9,7,13,,,,4,52,
,,,,2921,NESWALD D W,3,11,4,6,9,,,1,9,43,
,,,,2922,SHIRINYAN D,8,14,14,1,13,,,,5,55,
,,,,2923,LAURENT M G,2,7,12,6,6,,,,8,41,
,,,,2924,GUNN K S,10,11,4,1,1,,,,5,32,
,,,,2925,PHILLIPS D M,5,5,18,5,10,,,,7,50,
,,,,2926,GUILD L A,2,9,15,4,9,,,,7,46,
,,,,2927,CHIN D,10,8,9,6,9,1,,,5,48,
,,,,2928,PHILLIPS D M,12,10,1,,1,,1,,2,27,
,,,,2929,NESWALD D W,5,10,11,8,9,,,,1,44,
,,,,2930,EDNEY J J,13,12,10,10,5,,,,5,55,
,,,,2931,EDNEY J J,11,13,10,3,9,,,,6,52,
,,,,2932,PHILLIPS D M,4,12,13,10,4,,,,3,46,
,,,,2933,GOODFELLOW C A,20,3,3,9,,,,,5,40,
,,,,2934,PHILLIPS D M,3,11,13,7,6,,,,4,44,
,,,,2935,GUILD L A,5,14,9,6,2,,,,8,44,
,,,,2936,FARWELL L A,9,8,11,2,12,1,,,9,52,
,,,,2937,SCHWARTZ A F,19,9,5,5,1,,,,11,50,
,,,,2938,CHAMBERS C,4,15,13,5,5,,,,4,46,
,,,,2939,EDNEY J J,11,11,10,6,5,,,,5,48,
,,,,2940,SCHWARTZ A F,14,11,8,2,1,,,,12,48,
,,,,2941,SAGE R,2,3,9,4,8,3,,,17,46,
,,,,2942,GUNN K S,18,6,5,,4,,,1,6,40,
,,,,2943,GUNN K S,10,10,8,1,5,,,,6,40,
,,,,4409,OLSON GENE C,9,8,14,4,7,,,,9,51,
,,,,4410,BERG D S,12,12,10,6,4,,,1,5,50,
,,,,4411,FARWELL L A,9,8,10,1,9,,,,3,40,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 92 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,1,4412,FARWELL L A,7,18,11,1,8,1,,,5,51,
,,,,4413,OLSON GENE C,10,8,7,3,9,,,,15,52,
,,PSYCH,2,2944,SHIRINYAN D,3,12,19,3,5,,,1,12,55,
,,,,2945,RUSSELL R L,4,7,13,9,8,,,,8,49,
,,,,2946,SHIRINYAN D,15,8,5,,1,1,,,3,33,
,,,,2947,RUSSELL R L,4,13,10,3,2,,,,12,44,
,,,,2948,SHIRINYAN D,10,12,17,2,5,,,,7,53,
,,,,2949,SAGE R,5,8,6,3,11,1,,,14,48,
,,,,4414,LANUM J C,3,3,5,4,5,,,,16,36,
,,,,4415,OLSON GENE C,7,5,15,7,3,,,1,9,47,
,,PSYCH,3,2950,CHIN D,11,10,5,2,5,,,,2,35,
,,,,2951,CHIN D,11,11,4,4,5,,,,3,38,
,,PSYCH,5,4416,GUNN K S,25,4,5,,,,,,9,43,
,,PSYCH,6,3146,GUILD L A,7,8,7,2,6,,,,12,42,
,,PSYCH,11,2952,TANNATT M G M,8,7,8,1,2,,,,14,40,
,,,,2953,SCHWARTZ A F,12,6,1,1,2,,,,5,27,
,,,,2954,MCGRATH M T,25,8,6,1,2,,,,5,47,
,,,,2955,TANNATT M G M,14,8,4,2,6,,,,8,42,
,,,,2956,MATHESON C C,12,9,3,5,7,,,1,10,47,
,,,,2957,SCHWARTZ A F,8,18,4,4,4,,,,13,51,
,,,,2958,MCGRATH M T,20,12,3,,3,,,1,4,43,
,,,,2959,TANNATT M G M,6,9,6,1,7,,,,10,39,
,,,,2960,MATHESON C C,14,8,5,3,5,,,,9,44,
,,,,2961,ANDREWS T D,19,6,5,10,4,,,,4,48,
,,,,2962,MATHESON C C,14,8,6,6,2,,,,10,46,
,,,,2963,PARISE W A,19,4,6,1,2,,,,7,39,
,,,,2964,PARISE W A,12,4,3,,1,,,,4,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 93 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,11,4417,MCGRATH M T,19,13,1,2,,,,,7,42,
,,,,4418,DAVISON L L,16,9,2,3,,,,,12,42,
,,,,4419,DAVISON L L,5,17,5,2,8,,,,9,46,
,,PSYCH,13,2965,GOODFELLOW C A,9,15,9,5,,,,,6,44,
,,,,2966,GOODFELLOW C A,18,7,13,4,,,,2,4,48,
,,PSYCH,14,2967,NESWALD D W,13,12,9,4,5,,,,3,46,
,,,,4470,DEVICH‐NAVARRO M,35,3,1,3,,,,,8,50,
,,PSYCH,18,2968,GOODFELLOW C A,13,3,2,1,,,,,3,22,
,,PSYCH,19,2969,LAURENT M G,10,16,8,3,2,,,,4,43,
,,,,2970,FEIGER H T,8,7,8,4,3,,,,14,44,
,,,,2971,DRUKER S L,23,9,1,2,,,,,3,38,
,,,,2972,DRUKER S L,14,9,5,2,,,,1,6,37,
,,,,4420,DAVISON L L,23,19,2,,,,,,5,49,
,,PSYCH,25,2973,DE VILLERS L C,17,15,3,2,,,,,6,43,
,,,,4421,DE VILLERS L C,13,5,5,2,4,,,,7,36,
,,PSYCH,40,4422,SCHWARTZ A F,8,6,3,,,,,,7,24,
,,PSYCH,88,2974,FARWELL L A,2,,,,,,,,,2,
,,PSYCH,88,3200,FARWELL L A,2,,,,,,,,,2,
Theatre Arts,TH ART,TH ART,2,3021,ADAIR‐LYNCH T A,32,8,5,1,,,,,4,50,
,,,,4439,JONES J L,14,5,1,1,2,,,,5,28,
,,TH ART,5,3022,HARROP A M,31,15,2,,,,,,3,51,
,,TH ART 10,,3023,ROBBINS C R,21,5,3,1,,,,,6,36,
,,,,4440,DUNN K S,12,7,1,2,,,,1,9,32,
,,TH ART 10,,4441,DUNN K S,12,5,2,3,,,,,5,27,
,,TH ART 15,,3024,SAWOSKI P,18,1,,1,,,,2,5,27,
,,TH ART 15,,4442,REED C G,12,4,,,,,,1,5,22,
,,TH ART 18,,3025,ANZELC L L,13,,,1,,,,,3,17,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 94 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Theatre Arts,TH ART,TH ART 18,3026,ANZELC L L,4,1,,,,,,,,3,8
,,TH ART 18,3027,ANZELC L L,13,1,,,,,,,,1,15
,,TH ART 20,3028,ALLEN L A,15,3,2,,1,,,,,,21
,,TH ART 22,3029,ALLEN L A,11,8,4,4,4,,,,,2,33
,,TH ART 26,3030,HLUDZIK E A,1,2,2,,1,,1,,,4,11
,,TH ART 28,3031,ADAIR‐LYNCH T A,13,1,2,1,1,,,,,5,23
,,TH ART 41,3032,ESFANDYARI S,27,2,2,,,,,,,4,35
,,,3033,MIZZONE V,23,4,3,,9,,,,,2,41
,,,3034,JONES J L,21,3,,,,,,,,13,37
,,,3035,JONES J L,16,5,1,,2,,,,,14,38
,,,4443,GAGE P T,19,2,,1,1,,,,,8,31
,,,4444,CAPTOR R,9,3,1,,,,7,,,6,26
,,,4445,SCHWARTZ D N,8,5,2,1,1,,,,,10,27
,,TH ART 42,3036,MARTIN A F,21,7,,,2,,,,,5,35
,,,3037,MARTIN A F,18,5,1,3,3,,,,,2,32
,,,4446,CAMPBELL D A,22,8,,,1,,,,1,7,39
,,TH ART 44,3038,HARROP A M,14,4,,,,,,,,1,19
,,TH ART 45,3039,ADAIR‐LYNCH T A,29,,1,,,,,,,5,35
