Santa Monica College - Grade Distribution Spring 2012,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
,,,,1739,GARCIA C P,6,6,9,3,18,,,,3,45,
,,,,1740,SU B C,7,14,12,1,3,,,,8,45,
,,,,1741,SU B C,12,7,9,2,,,,1,10,41,
,,,,1742,SU B C,12,8,8,,4,,,,12,44,
,,,,1743,BROWN B C,31,14,2,4,1,,,,6,58,
,,,,1744,KESKINEL M,16,16,8,1,,,,,2,43,
,,,,1745,GARCIA C P,2,4,2,9,20,1,,,3,41,
,,,,4136,FROHMAN D A,4,2,7,,5,,,,9,27,
,,,,4137,CARTER T D,33,25,10,4,5,1,,,4,82,
,,ECON,5,1746,RABACH E R,9,10,6,1,1,,,,13,40,
,,ECON,6,1747,RABACH E R,9,4,6,2,1,3,,,9,34,
,,ECON,15,1748,RABACH E R,9,4,13,6,7,,,,4,43,
,,,,1749,RABACH E R,6,10,13,4,1,7,,1,4,46,
,,,,4138,MOORE D W,8,7,7,2,1,,,,5,30,
,HIST,HIST,15,2306,RABACH E R,8,8,4,4,6,,,,6,36,
,,,,2307,RABACH E R,7,6,6,5,9,,,1,3,37,
,,,,4259,MOORE D W,3,1,9,,1,,,,1,15,
,PHILOS,PHILOS,1,2797,KAUFMAN S M,7,12,16,1,4,,,,3,43,
,,,,2798,KAMLER H F,3,15,13,3,10,,,,6,50,
,,,,2799,KATHERINE A L,14,19,8,,1,,,,4,46,
,,,,2800,HUFFAKER P,10,8,7,1,6,,,,7,39,
,,,,2801,KAMLER H F,7,19,13,4,2,,,,2,47,
,,,,2802,LLAGUNO M A,15,12,10,4,8,,,,4,53,
,,,,2803,KATHERINE A L,19,4,1,1,,,,,2,27,
,,,,2804,FLORES ROBERT,2,12,18,1,4,,,1,7,45,
,,,,2805,KATHERINE A L,36,40,15,2,15,,,2,20,130,
,,,,2806,FLORES ROBERT,4,8,6,3,3,,,,11,35,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 75 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Philosophy/S,PHILOS,PHILOS,1,2807,FLORES ROBERT,8,5,10,,2,,,,11,36,
,,,,2808,BENNET S E,32,3,4,,2,,,1,1,43,
,,PHILOS,2,2809,HUFFAKER P,5,10,10,2,6,,,,8,41,
,,,,2810,STRAMEL J S,9,10,13,1,5,,,,9,47,
,,,,2811,STRAMEL J S,8,12,1,,,,,,3,24,
,,PHILOS,3,2812,STRAMEL J S,3,14,6,4,10,,,,7,44,
,,,,2813,STRAMEL J S,8,13,9,2,6,,,,4,42,
,,,,2814,HOLMGREN C L,9,9,7,1,16,,,,5,47,
,,PHILOS,4,2815,KATHERINE A L,22,17,3,,,,,,8,50,
,,PHILOS,5,2816,KAUFMAN S M,17,18,1,,2,,,,3,41,
,,,,2817,STRAMEL J S,11,12,6,2,4,,,,7,42,
,,PHILOS,6,2818,HOLMGREN C L,7,8,,,11,2,,,16,44,
,,PHILOS,7,2819,FLORES ROBERT,3,4,10,3,8,,,,7,35,
,,,,2820,FLORES ROBERT,2,5,7,4,8,,,,10,36,
,,,,2821,ORTEGA G R,14,12,7,4,3,,,,3,43,
,,PHILOS,9,2822,KAUFMAN S M,18,8,3,3,4,,,,9,45,
,,PHILOS 22,,2823,QUESADA D M,67,12,4,1,1,,,,,85,
,,PHILOS 23,,2824,BENNET S E,27,11,5,1,1,2,,,2,49,
,,,,2825,HOLMGREN C L,6,12,2,,11,8,,,12,51,
,,PHILOS 48,,2826,HOLMGREN C L,5,2,1,,12,4,,,3,27,
,,,,2827,HOLMGREN C L,4,7,4,1,8,6,,,2,32,
,,PHILOS 51,,2828,OIFER E R,5,4,,,,,,,2,11,
,,,,2829,OIFER E R,6,9,2,1,,,,,1,19,
,,,,4401,KURVINK S J,2,9,4,,1,1,,,,17,
,,PHILOS 52,,2830,OIFER E R,7,8,3,,2,,,,3,23,
,,,,4402,KURVINK S J,4,4,,,1,,,,2,11,
,POL SC,POL SC,1,2899,TAHVILDARANJESS R A,46,39,16,11,20,,,,14,146,
,,,,2900,SCHULTZ C K,20,3,,,1,,,,,24,
,,,,2901,WOODS V,6,13,7,2,6,,,1,12,47,
,,,,2902,SCHULTZ C K,19,4,1,,1,,,,,25,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 76 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Philosophy/S,POL SC,POL SC,1,2903,TAHVILDARANJESS R A,60,46,27,9,11,,,1,10,164,
,,,,2904,FINKEL D B,10,24,7,1,,,,,9,51,
,,,,2905,BUCKLEY A D,21,14,4,,4,,,,10,53,
,,,,2906,LAWSON BR L,12,14,14,1,1,,,,3,45,
,,,,2907,WOODS V,9,23,8,2,4,,,,5,51,
,,,,2908,KURVINK S J,14,21,10,,4,,,,2,51,
,,,,2909,ANTOINE E R,10,9,11,3,7,,,,10,50,
,,,,2910,BUCKLEY A D,10,13,4,1,4,,,,8,40,
,,,,2911,BUCKLEY A D,8,16,8,,2,,,,8,42,
,,,,2912,TAHVILDARANJESS R A,23,13,3,2,1,,,1,11,54,
,,,,4426,LAWSON BR L,15,19,7,1,1,,,,5,48,
,,POL SC,2,2913,BERMAN DIANNE R,11,8,12,9,38,,,,3,81,
,,,,2914,GABLER C L,17,8,9,3,8,,,,2,47,
,,,,2915,BERMAN DIANNE R,16,7,,,4,,,,1,28,
,,,,2916,GABLER C L,12,20,10,2,2,,,,3,49,
,,,,2917,GABLER C L,11,16,9,4,2,3,,,2,47,
,,,,2918,BUCKLEY A D,12,9,2,1,1,,,,13,38,
,,,,2919,BUCKLEY A D,14,7,5,,1,,,1,5,33,
,,POL SC,5,3167,RABACH E R,2,6,4,,,,,,19,31,
,,POL SC,7,2920,BERMAN DIANNE R,15,14,15,6,22,,,,9,81,
,,,,2921,BERMAN DIANNE R,15,15,6,2,3,,,,5,46,
,,,,2922,CHALALA E D,19,6,7,1,8,,,1,5,47,
,,,,2923,CHALALA E D,20,8,7,,3,,,1,4,43,
,,,,2924,BUCKLEY A D,11,10,5,1,2,,,,7,36,
,,,,2925,BUCKLEY A D,6,9,6,1,2,,,2,10,36,
,,POL SC 14,,2927,CHALALA E D,9,9,9,2,8,1,,1,6,45,
,,POL SC 21,,2928,TAHVILDARANJESS R A,94,16,8,4,14,,,1,14,151,
,,POL SC 22,,2929,OIFER E R,23,8,2,3,4,,,,5,45,
,,POL SC 31,,2930,GABLER C L,10,6,5,,1,,,,10,32,
,,,,2931,GABLER C L,6,14,4,2,8,1,,,3,38,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 77 of 88,,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Philosophy/S,POL SC,POL SC 51,2932,OIFER E R,10,3,,,,,,,,2,15
,,,2933,OIFER E R,8,8,3,1,,1,,,,4,25
,,,4427,KURVINK S J,12,9,4,,,,,,,2,27
,,POL SC 52,2934,OIFER E R,8,6,4,,,1,,,,2,21
,,,4428,KURVINK S J,9,12,8,,,,,,,3,32
,,POL SC 95,3163,TAHVILDARANJESS R A,19,,,,,6,9,,,11,45
,SOCIOL,SOCIOL,1,3009,PRECIADO C,5,10,13,4,4,,,,5,41
,,,3010,D DEL PICCOLO G L,5,19,7,8,,6,,,,5,50
,,,3011,LEVY C S,10,12,14,5,,6,,,,2,49
,,,3012,PRECIADO C,18,27,30,9,,16,,,,33,133
,,,3013,COOPER P,11,10,3,,,4,1,,,7,36
,,,3014,MASSEY R A,18,,,,,1,,,,1,20
,,,3015,MASSEY R A,15,16,6,2,,1,1,,,7,48
,,,3016,SCAIFE M L,3,15,16,2,,3,,,,4,43
,,,3017,MASSEY R A,2,15,7,1,,2,,,,5,32
,,,3018,MASSEY R A,3,11,8,1,,1,,,,9,33
,,,3019,DISHMAN W H,7,12,6,1,,1,,,,8,35
,,,3020,GHEYTANCHI E,15,8,6,,,3,,,1,4,37
,,,3021,DISHMAN W H,6,9,3,,,3,,,,9,30
,,,3022,DISHMAN W H,15,6,5,,,,,1,,3,30
,,,4453,SCAIFE M L,6,12,11,5,,4,,,,5,43
,,,4454,SCAIFE M L,4,13,4,6,,10,,,,4,41
,,SOCIOL,2,3023,LIVINGS G S,16,10,4,1,1,,,1,5,38
,,,3024,PRECIADO C,6,12,7,2,,1,,,,9,37
,,SOCIOL,2,3025,D DEL PICCOLO G L,8,9,3,7,3,,,,4,34
,,SOCIOL,4,3026,GHEYTANCHI E,24,14,3,,2,,,,3,46
,,,3027,GHEYTANCHI E,9,18,6,,,2,,,,,35
,,SOCIOL 30,3028,MASSEY R A,11,14,9,2,,6,,,,3,45
,,SOCIOL 31,3029,PRECIADO C,12,14,6,,,1,,,,10,43
,,SOCIOL 32,3030,WILLIAMS LEON T K,14,10,1,,,3,,,2,6,36
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 78 of 88,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Philosophy/S,SOCIOL,SOCIOL 33,,3031,LIVINGS G S,9,10,12,2,5,,,,8,46,
,,SOCIOL 34,,3032,WILLIAMS LEON T K,15,12,5,,7,2,,,5,46,
,,,,3033,LIVINGS G S,4,10,11,4,5,,,,8,42,
,,SOCIOL 88,,3035,SCHULTZ C K,1,,,,,,,,,1,
,WOM ST,WOM ST,,3146,KLEIN M C,9,4,4,,,,,,8,25,
,,WOM ST 1,,3147,KLEIN M C,25,3,,,,,,,1,29,
,,,,3148,MANOFF R J,24,16,,,2,3,,,3,48,
,,WOM ST 2,,3149,KLEIN M C,28,8,1,,2,,,,2,41,
,,WOM ST 8,,3150,SCHULTZ C K,,,1,,,,,,,1,
,,WOM ST 8,,3151,SCHULTZ C K,3,,1,,,,,,,4,
Photo - Fashi,AHIS,AHIS,52,1067,FIER B,3,13,15,5,11,,,,12,59,
,,,,1068,FIER B,5,6,3,1,,,,,3,18,
,FASHN,FASHN,1,2160,MOBASHERI F H,3,7,8,1,6,,,,6,31,
,,,,2161,MOBASHERI F H,4,6,9,3,12,,,,4,38,
,,,,4212,IVAS L,13,17,2,,3,,,,7,42,
,,FASHN,2,4213,REINER H G,9,12,3,2,1,1,,,4,32,
,,,,4214,LAKE R G,16,5,3,,6,,,,1,31,
,,FASHN,3,2162,ARDELL J B,12,9,4,,6,,,,2,33,
,,,,4215,RAIN B L,6,9,4,1,5,1,,,1,27,
,,FASHN,5,2163,MOBASHERI F H,3,7,14,4,1,,,,,29,
,,FASHN,6,2164,BOYADZHYAN M,4,3,3,1,4,,,,7,22,
,,,,4216,KHACHMANYAN S,2,9,5,,5,,,,1,22,
,,FASHN,7,2165,LAKE R G,9,10,4,1,4,,,,1,29,
,,FASHN,9,2166,REINER H G,1,14,4,,10,,,,2,31,
,,,,2167,ARMSTRONG J I,10,10,5,,5,,,,4,34,
,,FASHN,9,2168,ARMSTRONG J I,10,8,1,,2,,,,1,22,
,,FASHN,12,2169,MOBASHERI F H,12,,1,,,,,,1,14,
,,FASHN,13,2170,TORDA JR B S,9,4,1,1,2,,,,3,20,
,,FASHN,14,2171,MOBASHERI F H,5,7,3,,1,,,,1,17,
,,FASHN,16,2172,ROSCHECK C E,9,2,1,,,,,,2,14,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 79 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Photo - Fashi,FASHN,FASHN,18,2173,ARMSTRONG R W,14,2,,,2,,,,3,21,
,,FASHN,88,3221,MOBASHERI F H,1,,,,,,,,,1,
,,FASHN,90,2174,MOBASHERI F H,,,,,,,,1,,1,
,PHOTO,PHOTO,1,2833,MYERS A D,18,19,1,,,,,,4,42,
,,,,2834,SHATTO M M,4,9,5,,13,,1,,7,39,
,,,,2835,SLOWINSKI R,8,6,5,4,6,,,,5,34,
,,,,2836,MORIARTY T F,12,6,2,1,1,5,1,,12,40,
,,,,2837,MYERS A D,25,15,3,,1,,,,1,45,
,,,,2838,GREGORY C M,8,6,7,1,4,,,,7,33,
,,,,2839,HOVEY I H,4,8,6,1,1,7,2,,6,35,
,,,,2840,MORIARTY T F,19,6,2,,5,,,,7,39,
,,,,2841,HOVEY I H,6,6,2,1,14,1,,,3,33,
,,,,2842,SANSERI J D,7,7,6,1,11,,,,4,36,
,,,,2843,MANGUS E P,23,15,1,,11,,,,5,55,
,,,,2844,THAWLEY J,11,11,3,2,9,,,,4,40,
,,,,2845,WITHERS J J,3,11,3,1,4,,,,8,30,
,,,,4403,SHAMEL A M,4,9,3,3,5,,,,4,28,
,,,,4404,THAWLEY J,11,8,2,2,9,,,,6,38,
,,,,4405,MCDONALD S D,9,9,1,1,10,,,,6,36,
,,,,4406,GREGORY C M,6,8,2,,10,,,,6,32,
,,,,4407,SHAMEL A M,5,3,4,3,10,,,,9,34,
,,PHOTO,2,2846,MOHR C D,7,9,1,,4,,,,3,24,
,,,,2847,JONES R L,12,6,7,,10,,,,3,38,
,,,,4408,JONES R L,7,5,4,,12,,,,5,33,
,,PHOTO,4,2848,SHATTO M M,8,5,5,3,7,,,,2,30,
,,,,4409,LOPEZ M,7,2,3,1,2,,,,6,21,
,,PHOTO,5,2849,TSHING M,19,5,1,,3,,,,1,29,
,,,,2850,LOWCOCK F E,7,4,8,2,6,,,,4,31,
,,,,2851,SANSERI J D,9,8,5,2,5,,,,3,32,
,,,,4410,SUWANSANG A P,7,17,2,1,2,,,,2,31,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 80 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Photo - Fashi,PHOTO,PHOTO,6,2852,JONES R L,5,7,5,1,4,,,,1,23,
,,PHOTO,7,2853,JONES R L,,3,1,,,,,,1,5,
,,PHOTO,2,4411,WHITE G L,2,6,10,2,3,,,,3,26,
,,PHOTO,3,2856,LOWCOCK F E,11,9,7,,4,,,,1,32,
,,,,4412,SANSERI J D,7,13,5,2,3,,,,3,33,
,,PHOTO,3,4413,MOULTON S A,13,6,2,,5,1,,,4,31,
,,PHOTO,3,2857,LOWCOCK F E,8,13,3,,3,,,,3,30,
,,,,4414,FREEMAN E,12,7,,,3,,,1,7,30,
,,PHOTO,4,2858,LOWCOCK F E,1,4,5,,4,,,,4,18,
,,PHOTO,4,2859,WARE R A,10,8,,1,2,,,,5,26,
,,PHOTO,4,2860,SANSERI J D,12,9,3,1,5,,,,1,31,
,,PHOTO,4,4415,ZENHARI E F,3,5,,4,1,,,1,7,21,
,,PHOTO,5,4416,MCDONALD S D,13,9,4,1,2,,,,5,34,
,,PHOTO,5,2861,FIER B,2,18,17,7,12,,,2,14,72,
,,,,2862,FIER B,5,8,6,2,1,1,1,,4,28,
,,PHOTO,6,4417,WARE R A,20,9,8,1,8,1,,,,47,
,,PHOTO,8,2863,JONES R L,3,2,,,,,,,,5,
,,PHOTO,9,2865,LOWCOCK F E,2,,,,,,,,1,3,
,,PHOTO,9,2866,LOWCOCK F E,2,,,,,,,,,2,
Physical Sci,CHEM,CHEM,9,1314,STRATHEARN M D,14,7,4,1,1,,,,2,29,
,,,,1315,STRATHEARN M D,12,7,4,1,2,,,1,3,30,
,,,,1316,WALKER WAUGH M V,7,13,4,1,,,,2,5,32,
,,,,1317,WALKER WAUGH M V,15,8,2,,,,,4,2,31,
,,CHEM,10,1318,BALM S P,7,8,11,,2,,,,3,31,
,,,,1319,BALM S P,5,5,5,5,4,,,,5,29,
,,,,1320,BAUTISTA M R,2,10,3,3,6,,1,,5,30,
,,,,1321,BAUTISTA M R,2,8,4,4,4,,,,7,29,
,,,,1322,LAVALLEE R J,2,3,5,3,11,,,,4,28,
,,,,1323,LAVALLEE R J,1,2,8,,13,,,,4,28,
,,,,1324,WONG W W,4,6,5,4,2,,1,,6,28,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 81 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Physical Sci,CHEM,CHEM,10,1325,WONG W W,7,3,7,3,,,,,11,31,
,,,,1326,BAUTISTA M R,6,6,8,3,3,,,,5,31,
,,,,1327,BAUTISTA M R,3,10,8,3,2,,,,3,29,
,,,,1328,ELDRIDGE G M,4,8,9,3,5,,,1,3,33,
,,,,1329,ELDRIDGE G M,11,6,2,2,4,,,,6,31,
,,,,1330,WALKER WAUGH M V,4,7,13,1,2,,,,7,34,
,,,,1331,WALKER WAUGH M V,2,5,8,3,2,,1,,11,32,
,,,,1332,NGUYEN J V,9,8,4,4,2,1,,,2,30,
,,,,1333,NGUYEN J V,4,15,2,2,1,1,1,,4,30,
,,,,1334,MASSOUD T,4,8,6,5,1,,,,7,31,
,,,,1335,MASSOUD T,4,4,8,3,6,,,,3,28,
,,,,1336,LAVALLEE R J,2,6,7,2,5,,,,7,29,
,,,,1337,LAVALLEE R J,2,4,3,3,10,,,,6,28,
,,,,4069,VON HUNGEN P K,4,8,8,3,1,,,,7,31,
,,,,4070,VON HUNGEN P K,4,6,10,,5,,,,6,31,
,,,,4071,ABBANI M A,6,5,6,4,4,,,,5,30,
,,,,4072,ABBANI M A,3,7,3,3,6,,,,6,28,
,,,,4073,TAYLOR S M,2,6,13,5,4,,,,,30,
,,,,4074,TAYLOR S M,14,4,6,1,1,,1,,4,31,
,,CHEM,11,1338,NAULI S,3,5,3,2,5,,,,11,29,
,,,,1339,NAULI S,3,5,4,,1,,,,15,28,
,,,,1340,NAULI S,4,4,3,2,4,,,,12,29,
,,,,1341,SCHOLEFIELD M R,5,10,6,,2,,,,8,31,
,,,,1342,SCHOLEFIELD M R,10,4,5,4,2,,,,5,30,
,,,,1343,HSIEH J M,2,7,6,3,7,,,,3,28,
,,,,1344,HSIEH J M,7,6,6,2,2,,,,4,27,
,,,,1345,HSIEH J M,6,7,7,1,5,,,,2,28,
,,,,1346,SCHMIDT E,6,7,4,1,6,,,,5,29,
,,,,1347,SCHMIDT E,5,8,8,2,4,,,,2,29,
,,,,4075,TOUMARI A,5,10,4,,2,,,,7,28,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 82 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Physical Sci,CHEM,CHEM,11,4076,TOUMARI A,5,8,6,2,1,1,,,7,30,
,,CHEM,12,1348,MURPHY J E,10,9,3,6,3,,,,1,32,
,,,,1349,MURPHY J E,5,12,6,3,3,,,,,29,
,,,,1350,MURPHY J E,10,6,6,2,1,,,,3,28,
,,,,1351,GALLOGLY E B,7,6,4,1,2,,,,2,22,
,,,,1352,GALLOGLY E B,15,7,4,1,,,,,2,29,
,,,,1353,GALLOGLY E B,6,4,5,2,1,2,,,2,22,
,,,,1354,TOIVONEN J E,12,10,3,,,,,,3,28,
,,,,4077,MARTINEZ H L,7,9,5,2,2,,,,4,29,
,,CHEM,21,1355,ANDERSON JAMEY L,7,9,4,,,,,,9,29,
,,,,1356,ANDERSON JAMEY L,7,5,6,2,1,,,,5,26,
,,,,1357,FEREDE R,10,4,6,1,1,,,,5,27,
,,,,1358,FEREDE R,6,8,3,3,1,1,,,7,29,
,,CHEM,22,1359,HARWIG J F,4,7,10,3,2,,,,10,36,
,,,,4078,KLINE M L,19,22,13,3,,,,,5,62,
,,CHEM,24,1360,HARWIG J F,6,9,1,1,,,,,3,20,
,,,,1361,HARWIG J F,18,7,,,,,,,,25,
,,,,1362,KLINE M L,14,7,1,,1,,,,3,26,
,,,,4079,KLINE M L,15,13,,,,,,,1,29,
,,CHEM,31,1363,SCHWYTER D H,1,2,6,,,,1,,8,18,
,,,,1364,SCHWYTER D H,7,3,7,3,1,,,,6,27,
,ENGR,ENGR,12,4186,FARIVAR D,4,5,7,2,1,,,,8,27,
,PHY SC,PHY SC 88,,2870,MERLIC J B,16,,,,,,,,,16,
,,,,2871,FEREDE R,6,,,,,,,,,6,
,PHYSCS,PHYSCS,6,2878,PAIK S T,5,6,6,1,,,,,10,28,
,,,,2879,PAIK S T,4,7,2,1,1,,,,8,23,
,,,,4419,SAID A W,4,4,6,4,4,,,,9,31,
,,PHYSCS,7,2880,GAMBLE B K,6,10,,,1,,,,3,20,
,,,,4420,DO M H,19,6,1,,,,,,3,29,
,,PHYSCS,8,2881,MENACHEKANIAN E,4,3,4,,3,1,,,9,24,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 83 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Physical Sci,PHYSCS,PHYSCS,8,2882,LEE A,15,7,3,,3,,,1,3,32,
,,PHYSCS,9,2883,MORRIS J J,6,4,9,2,2,,,,2,25,
,,PHYSCS 12,,2884,MASADA R S,9,8,7,1,,,,1,6,32,
,,,,2885,HALL A J,2,6,4,2,4,,1,2,4,25,
,,,,4421,MURPHY T J,15,6,3,1,8,,,1,7,41,
,,PHYSCS 14,,2886,MENACHEKANIAN E,6,6,6,1,,,,,5,24,
,,,,2887,MENACHEKANIAN E,3,7,5,4,1,,1,1,2,24,
,,,,2888,SALAMA A H,9,10,4,1,1,,,,,25,
,,,,2889,HENDERSON J M,10,9,2,4,,,1,1,2,29,
,,,,2890,HENDERSON J M,8,8,3,2,,,,2,2,25,
,,,,4422,KOCHARIAN A,7,11,5,,1,,,4,1,29,
,,PHYSCS 21,,2891,MORSE P A,19,10,4,1,,,,,,34,
,,,,2892,MORRIS J J,4,7,3,4,1,5,,,14,38,
,,,,2893,RODRIGUEZ N C,9,4,6,1,3,,,,11,34,
,,,,4423,LEV N R,5,7,7,4,2,,,,6,31,
,,PHYSCS 22,,2894,AFRASIABI J,6,10,5,2,3,,,,2,28,
,,,,2895,MORSE P A,15,8,7,1,1,1,,,1,34,
,,,,4424,ROJAS R R,6,4,1,2,9,1,,,7,30,
,,PHYSCS 23,,2896,PAIK S T,6,9,12,1,1,,,,2,31,
,,,,4425,MAJLESSI A,10,14,8,3,1,,,,2,38,
,,PHYSCS 24,,2897,HALL A J,4,6,1,,,,,,6,17,
Psychology,PSYCH,PSYCH,1,2940,GOODFELLOW C A,9,5,10,15,6,,,,2,47,
,,,,2941,LAURENT M G,5,6,18,6,10,,,,4,49,
,,,,2942,SHIRINYAN D,9,10,15,7,1,6,,,5,53,
,,,,2943,GUNN K S,7,10,4,1,4,,,,5,31,
,,,,2944,GUILD L A,5,7,9,7,1,17,,,5,51,
,,,,2945,LAURENT M G,3,15,12,2,5,,,,10,47,
,,,,2946,CHIN D,7,14,15,5,9,,,,,50,
,,,,2947,NESWALD D W,3,10,6,8,16,,,,3,46,
,,,,2948,SHIRINYAN D,8,17,15,3,3,,,,7,53,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 84 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Psychology,PSYCH,PSYCH,1,2949,LAURENT M G,3,5,16,5,10,,,,3,42,
,,,,2950,GUNN K S,11,12,5,,3,,,,3,34,
,,,,2951,PHILLIPS D M,11,14,7,3,9,,,,2,46,
,,,,2952,GUILD L A,7,10,11,7,10,,,,5,50,
,,,,2953,CHIN D,8,12,8,3,14,,,,1,46,
,,,,2954,PHILLIPS D M,17,6,1,,2,,,,,26,
,,,,2955,NESWALD D W,6,10,7,4,17,,,,1,45,
,,,,2956,FOLEY S M,13,20,11,6,4,,,,2,56,
,,,,2957,EDNEY J J,11,9,12,9,12,,,,6,59,
,,,,2958,PHILLIPS D M,7,11,12,7,8,,,1,1,47,
,,,,2959,GOODFELLOW C A,14,3,15,5,6,,,,4,47,
,,,,2960,SCHWARTZ A F,13,7,13,4,4,,,1,2,44,
,,,,2961,SHIRINYAN D,11,11,19,3,7,,,,4,55,
,,,,2962,PHILLIPS D M,7,15,9,6,6,,,,3,46,
,,,,2963,FOLEY S M,15,16,20,1,1,,,,2,55,
,,,,2964,FARWELL L A,11,16,10,,5,1,,,6,49,
,,,,2965,SCHWARTZ A F,14,11,9,1,5,,,,5,45,
,,,,2966,FOLEY S M,20,12,8,1,4,1,,1,2,49,
,,,,2967,PHILLIPS D M,10,8,10,6,10,,,,4,48,
,,,,2968,SAGE R,4,7,13,11,6,,,,7,48,
,,,,2969,GUNN K S,20,5,2,3,4,1,,1,5,41,
,,,,2970,GUNN K S,20,5,1,1,3,,,,6,36,
,,,,4430,BERG D S,13,9,9,4,5,,,,5,45,
,,,,4431,EDNEY J J,11,9,12,11,13,,,,3,59,
,,,,4432,FARWELL L A,7,5,12,1,9,,,,8,42,
,,,,4433,CHAMBERS C,7,8,10,3,14,,,,4,46,
,,,,4434,EDNEY J J,11,11,8,10,10,,,,3,53,
,,PSYCH,2,2971,SHIRINYAN D,10,14,18,4,6,,,,4,56,
,,,,2972,RUSSELL R L,3,9,15,9,7,1,,,6,50,
,,,,2973,RUSSELL R L,3,10,5,6,5,,1,,10,40,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 85 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Psychology,PSYCH,PSYCH,2,2974,SHIRINYAN D,14,11,12,3,6,,,,8,54,
,,,,4435,OLSON GENE C,7,16,10,3,4,,,,11,51,
,,,,4436,OLSON GENE C,13,11,8,2,5,,,,8,47,
,,,,4437,OLSON GENE C,5,12,14,3,1,2,1,,5,43,
,,PSYCH,3,2975,CHIN D,13,13,8,3,2,,,,3,42,
,,,,2976,CHIN D,10,12,5,2,5,,1,,1,36,
,,PSYCH,5,4438,GUNN K S,15,11,3,1,6,,,,2,38,
,,PSYCH,6,2977,GUILD L A,27,11,5,,2,,,,2,47,
,,PSYCH,11,2978,OLSEN R H,8,11,9,2,9,,,,4,43,
,,,,2979,SCHWARTZ A F,12,9,7,4,1,1,,,10,44,
,,,,2980,MCGRATH M T,18,8,1,,6,,,,4,37,
,,,,2981,OLSEN R H,8,18,6,3,4,,,,8,47,
,,,,2982,SCHWARTZ A F,13,10,11,,1,,,,9,44,
,,,,2983,MCGRATH M T,23,13,1,,3,,,,6,46,
,,,,2984,SPAIN E A,23,13,2,,5,,,,8,51,
,,,,2985,SPAIN E A,27,14,8,2,3,,,1,8,63,
,,,,2986,TANNATT M G M,15,5,8,1,10,,,,4,43,
,,,,2987,MATHESON C C,14,6,1,,1,,,,1,23,
,,,,2988,MATHESON C C,11,5,9,6,7,,,,2,40,
,,,,2989,PARISE W A,19,10,3,1,6,,,,1,40,
,,,,2990,PARISE W A,19,12,2,,4,,,,,37,
,,,,4439,DAVISON L L,7,22,8,,5,,,,6,48,
,,,,4440,DAVISON L L,10,12,5,1,6,,,,10,44,
,,,,4441,DAVISON L L,10,7,13,,5,,,,7,42,
,,PSYCH,13,2991,GOODFELLOW C A,9,13,13,1,3,,,,6,45,
,,,,2992,GOODFELLOW C A,13,20,9,2,2,,,,1,47,
,,PSYCH,14,2993,NESWALD D W,15,18,10,,1,,,1,1,46,
,,PSYCH,18,2994,GOODFELLOW C A,4,7,3,2,3,,,,4,23,
,,,,4442,BEANS T L,16,1,1,,,,,,2,20,
,,PSYCH,19,2995,TANNATT M G M,11,9,4,2,8,,,,11,45,
"Monday, October 15, 2012",,,,,,,,,,,,,,Page 86 of 88,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IX,NP,P,W,Total
Psychology,PSYCH,PSYCH,19,2996,FEIGER H T,10,15,6,1,2,,,,8,42,
,,,,2997,TANNATT M G M,13,12,5,,4,,,,7,41,
,,,,2998,DRUKER S L,14,5,7,,2,,,,2,30,
,,,,2999,DRUKER S L,13,6,4,3,2,,,,2,30,
