Santa Monica College - Grade Distribution Fall 2012,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,,,2785,THOMAS M A,2,1,6,,8,,,,,5,22,
,,,,2786,BERGMAN J F,45,19,10,1,24,,2,1,,18,120,
,,,,2787,ZUSMAN S P,15,1,3,,3,,,,,5,27,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 68 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,32,2788,MARTIN J M,19,7,2,2,9,,,,,3,42,
,,,,2789,TRABOLD W E,4,12,3,3,2,,,,,5,29,
,,,,2790,HOLT D K,3,4,8,2,5,,,,,10,32,
,,,,2791,GOODMAN D B,2,7,6,,5,,,,,5,25,
,,,,2792,YOUNG A L,7,9,10,,2,,,,,2,30,
,,,,2793,YOUNG A L,7,10,6,2,1,,,,,1,27,
,,,,2794,SMITH J E,2,8,6,5,4,,,,,3,28,
,,,,2795,PARNELL D J,7,7,2,,4,,,,,9,29,
,,,,2796,SMITH J E,4,10,8,,2,,,,,4,28,
,,,,2797,HOLT D K,4,8,2,4,4,,,,,3,25,
,,,,2798,TITMUS J G,26,9,1,,8,,,,,3,47,
,,MUSIC,33,2799,FIDDMONT F K,76,12,7,2,6,,,,,13,116,
,,,,2800,PILLICH G S,17,3,1,,,,,,,,21,
,,,,2801,FIDDMONT F K,57,20,10,3,3,,,,,14,107,
,,,,2802,ONEAL K A,82,,,,1,,,,,2,85,
,,,,2803,TERRY L,19,9,3,,6,,,,,2,39,
,,,,2804,ONEAL K A,58,,,,,,,,,,58,
,,,,4369,ONEAL K A,48,,,,,,,,,2,50,
,,,,4370,TERRY L,17,9,2,,4,,,,,4,36,
,,,,4371,TERRY L,14,5,1,,5,,,2,1,9,37,
,,MUSIC,36,2805,ALTMIRE M,13,8,8,3,9,,,,,7,48,
,,,,4372,PARNELL D J,20,6,2,,2,,,1,,4,35,
,,MUSIC,37,2806,ALVISO J R,30,13,14,14,39,,,,,17,127,
,,,,4373,ALVISO J R,13,14,4,3,4,,,,,2,40,
,,MUSIC,40,4374,GORDON G R,15,1,,,,,,,,1,17,
,,MUSIC,45,2807,GRAY G L,8,1,,,,,1,,1,,11,
,,MUSIC,50,2808,TRABOLD W E,8,8,4,1,1,,,,,6,28,
,,,,2809,DE STEFANO J D,18,6,2,1,1,,,1,,7,36,
,,,,2810,DE STEFANO J D,24,6,1,,,,,,,4,35,
,,,,2811,DE STEFANO J D,20,5,,,2,,,,1,7,35,
,,,,4375,PARNELL D J,17,6,1,,6,,,,,8,38,
,,MUSIC,50,2812,DE STEFANO J D,13,3,7,,,,,,,3,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 69 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,50,2813,DE STEFANO J D,19,1,2,1,1,,1,,,4,29,
,,,,4376,KAHN D Z,11,4,,2,3,,,,,4,24,
,,MUSIC,53,4377,PREPONIS A,14,4,,,,,,,,2,20,
,,MUSIC,55,4378,HULS J J,9,4,,,1,,,,,5,19,
,,MUSIC,57,4379,DE STEFANO J D,11,3,1,,2,,1,,,,18,
,,MUSIC,59,2814,ST CLAIR E E,15,3,2,,,,,,,1,21,
,,,,3281,LOCH A J,19,,,,,,,,,1,20,
,,MUSIC,60,2815,STERLING J,2,4,2,2,1,,,,,5,16,
,,,,2816,KRASNY Y V,10,3,,2,2,,,,,6,23,
,,,,2817,GLIADKOVSKAYA E,9,1,2,,1,,,,,5,18,
,,,,2818,LAVNER J S,5,6,,1,1,,,,,5,18,
,,,,2819,CHOU L,8,,1,,6,,,,1,5,21,
,,,,2820,KIM J,6,3,1,2,3,,,,,6,21,
,,,,2821,KRASNY Y V,6,2,1,,4,,,,1,7,21,
,,,,2822,STERLING J,4,2,2,1,1,,,,,7,17,
,,,,4380,CHOU L,6,1,,,3,,,1,,10,21,
,,,,4381,SCHREINER G,11,3,,1,2,,,,,4,21,
,,MUSIC,60,2823,TUIT R H,11,3,,,,,,,,5,19,
,,,,2824,KIM J,8,1,,3,2,,,,,4,18,
,,,,2825,STERLING J,7,2,1,1,,,,,,5,16,
,,,,2826,SCHREINER G,13,,,1,,,,,,5,19,
,,,,4382,GLIADKOVSKAYA E,12,1,,,,,,,,3,16,
,,,,4383,CHOU L,14,1,,,2,,,1,1,2,21,
,,MUSIC,60,2827,TUIT R H,14,2,,,,,,,,3,19,
,,,,2828,CHOU L,13,1,1,,3,,,,,3,21,
,,MUSIC,60,2829,KRASNY Y V,11,3,,,1,,,,,2,17,
,,MUSIC,61,2830,KRASNY Y V,14,5,1,,,,,,,1,21,
,,MUSIC,63,2831,CHOU L,11,2,1,,,,,,1,,15,
,,MUSIC,64,2832,KRASNY Y V,15,,,,,,,,,3,18,
,,MUSIC,65,4384,AUGUSTINE W J,16,,,,,,,,1,4,21,
,,MUSIC,66,2833,TAKESUE S A,4,1,1,4,4,,1,,,8,23,
,,MUSIC,70,2834,VERHOEVEN M,17,5,4,,,,,,,2,28,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 70 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,70,2835,VERHOEVEN M,8,6,2,,,,,,,,16,
,,MUSIC,70,2836,VERHOEVEN M,4,1,1,,,,,,,1,7,
,,MUSIC,71,2837,MORA R K,12,2,,,,,,,,,14,
,,MUSIC,72,2838,MORA R K,7,6,,,,,,,,,13,
,,MUSIC,73,2839,ALTMIRE M,8,4,,,3,,,,,3,18,
,,MUSIC,73,2840,ALTMIRE M,12,,,,1,,,,,1,14,
,,MUSIC,74,4385,MARTIN J M,22,1,,,,,,,,2,25,
,,MUSIC,76,2841,MORA R K,5,2,,,,,1,,,2,10,
,,MUSIC,77,4386,MC KEOWN K O,21,,,,,,,,,,21,
,,MUSIC,78,3282,WHALEY T L,19,,,,,,,,,1,20,
,,,,4387,FIDDMONT F K,20,,,,,,,,,1,21,
,,MUSIC,84,2842,CHEESMAN J M,16,2,1,,3,,,,,6,28,
,,,,2843,HARMON J M,20,2,1,,,,,,,3,26,
,,,,2844,SCHULMAN J,13,5,3,,,,,,,6,27,
,,,,2845,SCHULMAN J,16,4,1,3,,,,,,4,28,
,,,,3283,VILLEGAS L E,14,1,5,1,,,,,,1,22,
,,,,4388,MAYER P C,17,1,1,3,,,,,,3,25,
,,MUSIC,84,2846,HARMON J M,25,4,,,,,,,,4,33,
,,,,3284,VILLEGAS L E,1,1,1,,,,,,,,3,
,,,,4389,MAYER P C,21,3,,,,,,,2,5,31,
,,MUSIC,84,2847,CARTER T M,19,,3,,1,,,,,4,27,
,,MUSIC,87,2848,CHEESMAN J M,16,3,1,,1,,,,,6,27,
,,,,2849,HARMON J M,13,3,,,,,,,,2,18,
,,,,4390,SCHULMAN J,16,5,6,,,,,,1,3,31,
,,MUSIC,87,4391,MAYER P C,19,1,,,,,,,,6,26,
,,MUSIC,88,2850,MARTIN J M,2,,,,,,,,,,2,
,,MUSIC,88,2851,MARTIN J M,4,,,,,,,,,,4,
,,MUSIC,92,3340,LASHINSKY L N,1,,,,,,,,,,1,
,,,,3341,OLIVER G A,2,,,,,,,,,1,3,
,,,,3343,DE STEFANO J D,4,,,,,,,,,,4,
,,,,3344,KOPPLIN D F,3,,,,,,,,,,3,
,,,,3345,KAHN D Z,2,,,,,,,,,,2,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 71 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Music,MUSIC,MUSIC,92,3346,ALTMIRE M,1,,,,,,,,,1,2,
,,,,3347,JACKSON J S,1,,,,,,,,,,1,
,,,,3348,PARNELL D J,2,,,,,,,,,,2,
,,,,3350,GOODMAN D B,3,,,,,,,,,,3,
,,,,3351,HARMON J M,3,,,,,,,,,,3,
,,,,3352,GORDON G R,2,,,,,,,,,,2,
,,,,3353,REAVES T,1,,,,,,,,,,1,
,,,,3354,TORFEH K M,2,,,,,,,,,,2,
,,,,3355,VAJ E,3,,,,,,,,,,3,
,,,,3356,DRISCOLL B S,1,,,,,,,,,,1,
,,,,3357,CHOU L,1,,,,,,,,,,1,
,,,,3358,FIDDMONT F K,1,,,,,,,,,,1,
,,,,3359,NAITO A,1,,,,,,,,,,1,
,,MUSIC,94,2852,KRASNY Y V,34,,,,,,,,,2,36,
Philosophy/S,ECON,ECON,1,1772,ABDEL-RAHMAN A A,15,6,2,,2,,,,,7,32,
,,,,1773,GILL H S,7,16,6,3,2,,,,,9,43,
,,,,1774,GARCIA C P,10,4,10,6,16,,2,,,4,52,
,,,,1775,CHAN A K-C,19,12,14,5,21,,,,,16,87,
,,,,1776,GARCIA C P,3,8,6,6,18,,,,,8,49,
,,,,1777,CHAN A K-C,18,14,13,15,11,,,,,29,100,
,,,,1778,GILL H S,25,15,9,7,6,,,,,18,80,
,,,,1779,GARCIA C P,1,3,4,5,15,,1,,,13,42,
,,,,1780,GARCIA C P,4,4,3,3,19,,,,,12,45,
,,,,1781,GILL H S,19,10,5,,12,,,,,9,55,
,,,,1782,GILL H S,16,17,5,2,6,,,,,10,56,
,,,,1783,BROWN B C,27,17,6,1,10,,,,,4,65,
,,,,1784,SU B C,7,6,9,2,6,,,,,10,40,
,,,,1785,KESKINEL M,16,10,5,2,,,3,,,4,40,
,,,,4144,CARTER T D,39,16,12,7,5,,2,,,6,87,
,,ECON,2,1786,GILL H S,17,20,16,4,14,,,,,11,82,
,,,,1787,GARCIA C P,8,10,10,9,10,,,,,6,53,
,,,,1788,GILL H S,10,13,12,4,3,,,,,3,45,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 72 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,ECON,ECON,2,1789,CHAN A K-C,28,10,7,9,17,,,1,,11,83,
,,,,1790,CHAN A K-C,23,24,8,10,8,,,,,18,91,
,,,,1791,BROWN B C,30,17,8,,1,,,,,1,57,
,,,,1792,GARCIA C P,1,12,4,3,6,,,,,11,37,
,,,,1793,GARCIA C P,9,6,5,3,9,,1,,,12,45,
,,,,1794,BROWN B C,30,14,3,,1,,,,1,3,52,
,,,,1795,KESKINEL M,18,7,4,1,1,,4,,,3,38,
,,,,1796,SU B C,10,13,6,3,1,,,,1,8,42,
,,,,4145,CARTER T D,42,18,14,3,4,,2,,,2,85,
,,ECON,5,1797,RABACH E R,8,8,2,3,1,,,,,6,28,
,,ECON,6,1798,RABACH E R,16,3,5,1,2,,,,,8,35,
,,ECON,15,1799,RABACH E R,14,6,11,11,5,,,,,12,59,
,,,,1800,RABACH E R,12,8,10,3,6,,,,,11,50,
,,,,4146,MOORE D W,3,6,9,1,4,,,,,2,25,
,,ECON,88,1801,SCHULTZ C K,1,,,,,,,,,,1,
,ENVRN,ENVRN,2,2151,HUFFAKER P,7,7,,1,,,,,,1,16,
,GLOBAL,GLOBAL,5,2333,RABACH E R,6,4,2,2,,,,,,12,26,
,,GLOBAL 1,,2334,D DEL PICCOLO G L,6,9,8,5,4,,1,,,10,43,
,HIST,HIST,15,2410,RABACH E R,4,2,9,3,4,,,,,,22,
,,,,2411,RABACH E R,9,7,6,1,1,,,1,,3,28,
,,,,4262,MOORE D W,4,9,4,,,,,,,2,19,
,PHILOS,PHILOS,1,2941,KAMLER H F,6,15,15,4,1,,,,,7,48,
,,,,2942,QUESADA D M,57,10,4,4,2,,,,,2,79,
,,,,2943,HUFFAKER P,14,10,6,5,4,,,,,10,49,
,,,,2944,KATHERINE A L,14,12,9,,2,,,,,13,50,
,,,,2945,KAMLER H F,11,15,15,3,2,,,,,4,50,
,,,,2946,KATHERINE A L,20,5,1,,,,,,,1,27,
,,,,2947,LLAGUNO M A,16,13,11,4,6,,,,1,6,57,
,,,,2948,BENNET S E,24,13,3,2,2,,,,,3,47,
,,,,2949,FLORES ROBERT,2,13,11,6,7,,,,,11,50,
,,,,2950,LLAGUNO M A,11,15,8,,9,,,,,4,47,
,,,,2951,KATHERINE A L,29,36,22,5,8,,,,1,28,129,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 73 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,PHILOS,PHILOS,1,2952,FLORES ROBERT,3,9,6,6,4,,,,,8,36,
,,,,2953,FLORES ROBERT,1,8,7,3,8,,,,,13,40,
,,,,2954,BENNET S E,29,8,1,1,2,,,,,3,44,
,,PHILOS,2,2955,KAUFMAN S M,16,13,5,,,,,,,10,44,
,,,,2956,STRAMEL J S,7,12,9,3,11,,,,,6,48,
,,,,2957,STRAMEL J S,6,13,7,3,9,,,,,4,42,
,,PHILOS,3,2958,STRAMEL J S,7,9,4,,2,,,,,2,24,
,,,,2959,STRAMEL J S,4,16,5,2,11,,,,,12,50,
,,PHILOS,4,2960,KATHERINE A L,21,10,,,,,,,,8,39,
,,PHILOS,5,2961,STRAMEL J S,7,9,10,2,5,,,,,13,46,
,,,,4396,LLAGUNO M A,7,9,6,1,4,,,,,4,31,
,,PHILOS,7,2962,FLORES ROBERT,2,4,7,,6,,,,,12,31,
,,,,2963,FLORES ROBERT,1,7,2,,5,,,,,17,32,
,,,,2964,ORTEGA G R,9,14,7,1,2,,,,1,5,39,
,,PHILOS,9,2965,KAUFMAN S M,11,6,14,2,6,,,,,11,50,
,,PHILOS 20,,2966,HUFFAKER P,6,7,4,,,,,,,5,22,
,,PHILOS 22,,2967,QUESADA D M,63,20,2,,1,,,,,1,87,
,,PHILOS 23,,2968,BENNET S E,16,20,4,2,4,,,,,4,50,
,,PHILOS 24,,2969,KAUFMAN S M,11,14,1,,4,,,,,5,35,
,,PHILOS 51,,2970,OIFER E R,5,8,2,,,,,,,3,18,
,,,,2971,OIFER E R,,7,,,,,,,,1,8,
,,,,4397,KURVINK S J,6,5,4,,,,,,,2,17,
,,PHILOS 52,,2972,OIFER E R,3,6,1,,,,,,,,10,
,,,,2973,CAMPBELL R K,4,2,2,,1,,,,,3,12,
,,,,4398,KURVINK S J,3,6,2,1,,,,,,5,17,
,POL SC,POL SC,1,3043,TAHVILDARANJESS R A,38,40,27,18,13,,,,,16,152,
,,,,3044,SCHULTZ C K,18,5,2,,,,,,,3,28,
,,,,3045,SCHULTZ C K,20,6,,,,,,,,2,28,
,,,,3046,WOODS V,9,21,8,,3,,,,,11,52,
,,,,3047,SCHULTZ C K,7,13,8,1,4,,,,,11,44,
,,,,3048,TAHVILDARANJESS R A,55,48,29,9,17,,,,,8,166,
,,,,3049,FINKEL D B,10,16,10,2,3,,,,,10,51,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 74 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,POL SC,POL SC,1,3050,BUCKLEY A D,20,10,11,,8,,,,,8,57,
,,,,3051,LAWSON BR L,7,16,13,2,1,,,,,9,48,
,,,,3052,WOODS V,13,13,17,,5,,,,,4,52,
,,,,3053,KURVINK S J,16,17,7,4,,,,,,3,47,
,,,,3054,BUCKLEY A D,13,11,10,1,1,,,,1,4,41,
,,,,3055,BUCKLEY A D,11,16,6,1,2,,,,,11,47,
,,,,3056,TAHVILDARANJESS R A,27,16,6,2,1,,,,1,2,55,
,,,,4422,ANTOINE E R,8,17,8,,9,,2,,,5,49,
,,,,4423,LAWSON BR L,8,14,11,3,4,,,,,8,48,
,,POL SC,2,3057,BERMAN DIANNE R,22,16,12,6,15,,,,,10,81,
,,,,3058,BERMAN DIANNE R,19,10,11,4,3,,,,,4,51,
,,,,3059,BUCKLEY A D,11,8,6,,,,,,1,8,34,
,,,,3060,BUCKLEY A D,6,5,7,1,1,,,,,13,33,
,,,,3061,GABLER C L,12,6,4,,4,,,,,6,32,
,,,,3062,GABLER C L,6,7,2,2,6,,,,,14,37,
,,POL SC,5,3063,RABACH E R,4,6,4,2,1,,,,,6,23,
,,POL SC,7,3064,BERMAN DIANNE R,20,13,11,5,12,,,,,14,75,
,,,,3065,BERMAN DIANNE R,18,5,,,,,,,,3,26,
,,,,3066,CHALALA E D,17,12,3,5,2,,,,,6,45,
,,,,3067,CHALALA E D,16,11,2,4,5,,,,,7,45,
,,,,3068,BUCKLEY A D,7,6,6,,1,,,,1,5,26,
,,,,3069,BUCKLEY A D,6,7,9,2,3,,,,,11,38,
,,POL SC 14,,3071,CHALALA E D,12,8,8,2,4,,2,,,7,43,
,,POL SC 21,,3072,TAHVILDARANJESS R A,79,13,10,6,12,,,,1,15,136,
,,POL SC 22,,3073,OIFER E R,15,8,3,1,4,,,,,5,36,
,,POL SC 31,,3074,ALLEN B J,8,5,4,6,7,,8,,,5,43,
,,,,3075,SIMMENS L,8,16,4,4,7,,,,,6,45,
,,POL SC 51,,3076,OIFER E R,7,12,2,1,,,,,,5,27,
,,,,3077,OIFER E R,7,4,2,1,,,,,,3,17,
,,,,4424,KURVINK S J,6,5,4,,2,,,1,,2,20,
,,POL SC 52,,3078,OIFER E R,5,4,2,,1,,,,,,12,
,,,,3079,CAMPBELL R K,11,5,,,1,,1,,,2,20,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 75 of 86,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,POL SC,POL SC 52,4425,KURVINK S J,3,9,5,1,,1,,,,,4,23
,,POL SC 88,3080,SCHULTZ C K,1,,,,,,,,,,,1
,,POL SC 90,3367,TAHVILDARANJESS R A,3,,,,,,,,,,,3
,,POL SC 95,3083,TAHVILDARANJESS R A,,,,,,,,7,,12,15,34
,SOCIOL,SOCIOL,1,3164,LEVY C S,23,19,7,2,4,,1,,,3,59
,,,3165,COOPER P,1,10,11,,,4,,,,,21,47
,,,3166,PRECIADO C,6,6,6,,,8,,,,,14,40
,,,3167,D DEL PICCOLO G L,4,11,8,9,,8,,,,,8,48
,,,3168,PRECIADO C,29,30,28,7,,9,,,,,24,127
,,,3169,MASSEY R A,9,22,5,,,2,,,,,5,43
,,,3170,COOPER P,5,15,16,1,,5,,2,,,9,53
,,,3171,MASSEY R A,20,5,,,,,,,,,,25
,,,3172,SCAIFE M L,10,14,10,4,,,,,,,4,42
,,,3173,SCAIFE M L,6,10,7,5,,4,,,,,5,37
,,,3174,DISHMAN W H,8,6,8,3,,3,,,,,6,34
,,,3175,DISHMAN W H,4,11,6,2,,3,,,,,9,35
,,,3176,MASSEY R A,4,14,5,1,,,,,,1,8,33
,,,3177,DISHMAN W H,12,10,6,1,,3,,,,,2,34
,,,3178,MASSEY R A,5,7,4,2,,8,,,,,6,32
,,,3179,GHEYTANCHI E,16,13,6,,,3,,,,,3,41
,,,3180,GHEYTANCHI E,10,14,10,1,,,,,,,2,37
,,,4458,SCAIFE M L,9,6,10,9,,6,,,,,3,43
,,SOCIOL,2,3181,PRECIADO C,4,10,3,1,3,,,,,9,30
,,,3182,LIVINGS G S,18,10,3,5,,4,,,,,3,43
,,SOCIOL,2,3183,D DEL PICCOLO G L,6,8,6,4,2,,,,1,9,36
,,SOCIOL,4,3184,WILLIAMS LEON T K,28,9,6,,2,,,,,4,49
,,,3185,GHEYTANCHI E,17,8,7,,,4,,,,,4,40
,,SOCIOL 12,3186,PHILLIPS K M,7,14,7,4,,8,,,1,,5,46
,,SOCIOL 30,3187,MASSEY R A,10,10,4,2,,9,,,,,5,40
,,SOCIOL 31,3188,PRECIADO C,7,7,7,,,4,,,,,15,40
,,SOCIOL 32,3189,WILLIAMS LEON T K,16,5,1,,,5,,,,,16,43
,,SOCIOL 33,3190,LIVINGS G S,10,14,7,1,,2,,,,,10,44
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 76 of 86
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Philosophy/S,SOCIOL,SOCIOL 34,,3191,LIVINGS G S,10,9,7,3,3,,,,,8,40,
,WOM ST,WOM ST 1,,3254,KLEIN M C,25,4,,,,,,,,2,31,
,,,,3255,KLEIN M C,18,11,6,2,6,,,,,8,51,
,,,,3256,MANOFF R J,26,17,3,,,,,,,,46,
,,WOM ST 3,,3257,KLEIN M C,23,9,5,3,6,,,,,7,53,
,,WOM ST 8,,3259,SCHULTZ C K,4,,,,,,,,,,4,
Photo - Fashi,AHIS,AHIS,52,1066,FIER B,6,13,15,6,10,,,1,,15,66,
,,,,1067,FIER B,,3,6,,4,,,,,4,17,
,FASHN,FASHN,1,2271,MOBASHERI F H,1,12,9,3,4,,,,,10,39,
,,,,3266,MOBASHERI F H,1,10,17,,3,,,,,6,37,
,,FASHN,2,4219,LAKE R G,8,14,5,1,4,,,,,7,39,
,,FASHN,3,2272,RAIN B L,2,6,4,3,3,,,,,4,22,
,,,,4220,ARDELL J B,13,2,9,1,2,,,,,1,28,
,,FASHN,5,2273,MOBASHERI F H,3,7,8,,6,,,,,6,30,
,,FASHN,6,4221,KHACHMANYAN S,7,5,3,2,5,,,,,4,26,
,,FASHN,6,2274,KHACHMANYAN S,6,7,5,3,1,,,,,2,24,
,,FASHN,7,2275,LAKE R G,6,12,11,,1,,,,,1,31,
,,FASHN,8,2276,MOBASHERI F H,8,9,5,1,1,,,,,9,33,
,,FASHN,9,4222,ARMSTRONG J I,8,10,3,1,3,,,,,6,31,
,,FASHN,9,2277,ARMSTRONG J I,11,5,1,,2,,,,,1,20,
,,FASHN,10,2278,BOYADZHYAN M,4,2,5,,,,,,,4,15,
,,FASHN,11,2279,TORDA JR B S,2,8,5,1,,,,,,5,21,
,,FASHN,13,2280,MOBASHERI F H,4,5,7,,,,,,,2,18,
,,FASHN,18,2281,ARMSTRONG R W,17,4,,,3,,,,,3,27,
,,FASHN,19,2282,GRIFFIN C T,15,3,8,,,,,,,,26,
,,FASHN,20,4223,IVAS L,23,8,1,,1,,,,,3,36,
,,FASHN,90,3369,MOBASHERI F H,,,,,,,,,2,,2,
,PHOTO,PHOTO,1,2976,MYERS A D,17,13,6,,1,,,,,3,40,
,,,,2977,SLOWINSKI R,6,8,6,3,4,,,,,11,38,
,,,,2978,MCDONALD S D,7,6,6,1,6,,1,,,12,39,
,,,,2979,MYERS A D,23,9,6,,6,,,,,2,46,
,,,,2980,GREGORY C M,5,10,4,4,5,,,,,7,35,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 77 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Photo - Fashi,PHOTO,PHOTO,1,2981,HOVEY I H,14,8,6,2,4,,,,,6,40,
,,,,2982,MANGUS E P,24,6,3,1,4,,,,,4,42,
,,,,2983,MANGUS E P,27,8,3,2,15,,,,,1,56,
,,,,2984,SANSERI J D,7,10,5,2,12,,,,,2,38,
,,,,2985,THAWLEY J,1,13,7,6,3,,,,,6,36,
,,,,4399,MOHR C D,11,9,2,,6,,,,,10,38,
,,,,4400,SHAMEL A M,13,6,5,4,2,,,,,4,34,
,,,,4401,THAWLEY J,4,8,8,3,2,,,,,4,29,
,,,,4402,SHATTO M M,9,5,5,2,6,,,,,10,37,
,,,,4403,NORRIS W H,9,11,2,1,,,,1,,5,29,
,,,,4404,GREGORY C M,6,9,2,,7,,,,,10,34,
,,PHOTO,2,2986,MOHR C D,3,6,1,,3,,,,,12,25,
,,,,2987,JONES R L,6,11,4,1,10,,,,,1,33,
,,,,4405,JONES R L,7,13,3,,6,,,,,7,36,
,,PHOTO,4,2988,SHATTO M M,6,5,7,3,4,,,,,6,31,
,,,,2989,LOPEZ M,6,2,2,2,,,2,,,12,26,
,,PHOTO,5,2990,NORRIS W H,6,12,2,2,1,,,,,6,29,
,,,,2991,TSHING M,5,3,4,3,2,,,,,7,24,
,,,,2992,LOWCOCK F E,7,5,2,2,1,,,,,9,26,
,,,,2993,SANSERI J D,7,8,4,2,5,,,,,2,28,
,,,,4406,HESKETH J C,8,5,2,1,3,,,,,7,26,
,,PHOTO,6,2994,MOHR C D,7,13,21,2,3,,,,,1,47,
,,PHOTO,7,2995,JONES R L,,2,,,1,,,,,2,5,
,,PHOTO,2,4407,WHITE G L,2,6,6,,4,,,,1,1,20,
,,PHOTO,3,2998,LOWCOCK F E,7,10,3,,1,,,,,4,25,
,,,,4408,SANSERI J D,14,14,4,,,,,,,1,33,
,,PHOTO,3,4409,MOULTON S A,11,7,3,,2,,,,1,3,27,
,,PHOTO,3,2999,WITHERS J J,4,3,5,1,1,,,,,4,18,
,,,,4410,FREEMAN E,11,5,,,3,,,,,4,23,
,,PHOTO,4,3000,LOWCOCK F E,6,10,3,,5,,,,,1,25,
,,PHOTO,4,3001,WARE R A,11,14,1,,,,1,,,1,28,
,,PHOTO,4,3002,SANSERI J D,6,5,3,,2,,,,,1,17,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 78 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Photo - Fashi,PHOTO,PHOTO,4,4482,HEATON W B,12,1,,,1,,,,,2,16,
,,PHOTO,5,4412,MCDONALD S D,7,7,1,1,3,,1,,,1,21,
,,PHOTO,5,3003,FIER B,1,15,11,10,12,,,,,19,68,
,,,,3004,FIER B,2,6,7,2,4,,,,,7,28,
,,PHOTO,6,3005,WARE R A,12,18,6,2,3,,,,,1,42,
,,PHOTO,8,3006,JONES R L,2,7,2,,,,,,,,11,
,,PHOTO,9,3010,LOWCOCK F E,1,,,,,,,,,,1,
,,PHOTO,9,3012,LOWCOCK F E,,,,,,,,,2,,2,
Physical Sci,CHEM,CHEM,9,1311,STRATHEARN M D,16,2,2,1,,,,,4,3,28,
,,,,1312,STRATHEARN M D,16,7,2,,,,,,1,4,30,
,,,,1313,WALKER WAUGH M V,12,9,1,4,,,,,,4,30,
,,,,1314,WALKER WAUGH M V,10,9,3,3,,,,,3,,28,
,,CHEM,10,1315,BAUTISTA M R,7,7,2,1,1,,,1,1,9,29,
,,,,1316,BAUTISTA M R,5,6,5,1,1,,,,,12,30,
,,,,1317,NGUYEN J V,4,7,8,2,2,,,,,9,32,
,,,,1318,NGUYEN J V,5,4,12,6,,,,,,3,30,
,,,,1319,SCHMIDT E,4,5,6,3,3,,,1,,6,28,
,,,,1320,SCHMIDT E,6,7,3,1,3,,,,,8,28,
,,,,1321,WALKER WAUGH M V,5,7,9,,,,,,,10,31,
,,,,1322,WALKER WAUGH M V,8,11,6,,,,,,,8,33,
,,,,1323,BAUTISTA M R,5,5,5,,2,,,,,12,29,
,,,,1324,BAUTISTA M R,6,5,7,3,1,,,,1,6,29,
,,,,1325,TAYLOR S M,6,5,5,5,3,,,,,7,31,
,,,,1326,TAYLOR S M,7,4,6,3,5,,,,,6,31,
,,,,1327,WONG W W,1,7,3,3,4,,,,,10,28,
,,,,1328,WONG W W,5,5,7,1,,,,,,11,29,
,,,,1329,TURNER R M,7,4,4,2,4,,,2,1,5,29,
,,,,1330,TURNER R M,1,5,6,4,3,,,3,,8,30,
,,,,1331,LAZARUS L L,4,6,8,3,1,,,,2,6,30,
,,,,1332,LAZARUS L L,4,10,5,3,2,,,,,4,28,
,,,,1333,CANALITA L,3,8,6,3,3,,,,,10,33,
,,,,1334,CANALITA L,3,7,3,1,2,,,1,,12,29,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 79 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
